replica,network,population,sigma,true_model,net_size,colab_cond,strategy,RR
3,Lattice,All,0.2,2,413,NOLAB,research,0.219811320754717
4,Lattice,All,0.2,2,413,NOLAB,neighbor,0.5005138746145941
4,Lattice,All,0.2,2,413,NOLAB,research,0.2153300841825432
5,Lattice,All,0.2,2,413,NOLAB,neighbor,0.481086323957323
5,Lattice,All,0.2,2,413,NOLAB,research,0.24511545293072823
6,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4675925925925926
6,Lattice,All,0.2,2,413,NOLAB,research,0.21448212648945922
7,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4343720491029273
7,Lattice,All,0.2,2,413,NOLAB,research,0.21478565179352582
8,Lattice,All,0.2,2,413,NOLAB,neighbor,0.5020491803278688
8,Lattice,All,0.2,2,413,NOLAB,research,0.2127468581687612
9,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4514018691588785
9,Lattice,All,0.2,2,413,NOLAB,research,0.21019108280254778
10,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4810126582278481
10,Lattice,All,0.2,2,413,NOLAB,research,0.2170154686078253
11,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4470588235294118
11,Lattice,All,0.2,2,413,NOLAB,research,0.21832269826800366
12,Lattice,All,0.2,2,413,NOLAB,neighbor,0.43744207599629287
12,Lattice,All,0.2,2,413,NOLAB,research,0.2191272051996286
13,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4576271186440678
13,Lattice,All,0.2,2,413,NOLAB,research,0.22083704363312556
14,Lattice,All,0.2,2,413,NOLAB,neighbor,0.525879917184265
14,Lattice,All,0.2,2,413,NOLAB,research,0.19139596136962247
15,Lattice,All,0.2,2,413,NOLAB,neighbor,0.458137347130762
15,Lattice,All,0.2,2,413,NOLAB,research,0.22076155938349953
16,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4438095238095238
16,Lattice,All,0.2,2,413,NOLAB,research,0.22567922874671342
17,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4789833822091887
17,Lattice,All,0.2,2,413,NOLAB,research,0.21739130434782608
18,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4765166340508806
18,Lattice,All,0.2,2,413,NOLAB,research,0.1919602529358627
19,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4287011807447775
19,Lattice,All,0.2,2,413,NOLAB,research,0.2316849816849817
20,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4681684622918707
20,Lattice,All,0.2,2,413,NOLAB,research,0.19159511974694984
21,Lattice,All,0.2,2,413,NOLAB,neighbor,0.49435665914221216
21,Lattice,All,0.2,2,413,NOLAB,research,0.2074875958502481
22,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4648033126293996
22,Lattice,All,0.2,2,413,NOLAB,research,0.2153558052434457
23,Lattice,All,0.2,2,413,NOLAB,neighbor,0.45626690712353474
23,Lattice,All,0.2,2,413,NOLAB,research,0.22090469916556874
24,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4373831775700935
24,Lattice,All,0.2,2,413,NOLAB,research,0.23612960497114957
25,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4789237668161435
25,Lattice,All,0.2,2,413,NOLAB,research,0.2158371040723982
26,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4662349676225717
26,Lattice,All,0.2,2,413,NOLAB,research,0.22413793103448276
27,Lattice,All,0.2,2,413,NOLAB,neighbor,0.46648301193755737
27,Lattice,All,0.2,2,413,NOLAB,research,0.22318181818181818
28,Lattice,All,0.2,2,413,NOLAB,neighbor,0.49137055837563454
28,Lattice,All,0.2,2,413,NOLAB,research,0.22329206785878036
29,Lattice,All,0.2,2,413,NOLAB,neighbor,0.47741364038972545
29,Lattice,All,0.2,2,413,NOLAB,research,0.22965716646014045
30,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4958904109589041
30,Lattice,All,0.2,2,413,NOLAB,research,0.2509124087591241
31,Lattice,All,0.2,2,413,NOLAB,neighbor,0.45789971617786185
31,Lattice,All,0.2,2,413,NOLAB,research,0.20534069981583794
32,Lattice,All,0.2,2,413,NOLAB,neighbor,0.45698924731182794
32,Lattice,All,0.2,2,413,NOLAB,research,0.20128755364806866
33,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4691358024691358
33,Lattice,All,0.2,2,413,NOLAB,research,0.19343229869545658
34,Lattice,All,0.2,2,413,NOLAB,neighbor,0.5020491803278688
34,Lattice,All,0.2,2,413,NOLAB,research,0.2127468581687612
35,Lattice,All,0.2,2,413,NOLAB,neighbor,0.5173867228661749
35,Lattice,All,0.2,2,413,NOLAB,research,0.21666666666666667
36,Lattice,All,0.2,2,413,NOLAB,neighbor,0.47810545129579984
36,Lattice,All,0.2,2,413,NOLAB,research,0.22355193872666348
37,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4909274193548387
37,Lattice,All,0.2,2,413,NOLAB,research,0.22451612903225807
38,Lattice,All,0.2,2,413,NOLAB,neighbor,0.44131910766246363
38,Lattice,All,0.2,2,413,NOLAB,research,0.21096654275092938
39,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4944944944944945
39,Lattice,All,0.2,2,413,NOLAB,research,0.20412642669007902
40,Lattice,All,0.2,2,413,NOLAB,neighbor,0.45664739884393063
40,Lattice,All,0.2,2,413,NOLAB,research,0.2489758761948111
41,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4438405797101449
41,Lattice,All,0.2,2,413,NOLAB,research,0.21598173515981736
42,Lattice,All,0.2,2,413,NOLAB,neighbor,0.5277777777777778
42,Lattice,All,0.2,2,413,NOLAB,research,0.2318904593639576
43,Lattice,All,0.2,2,413,NOLAB,neighbor,0.49015544041450776
43,Lattice,All,0.2,2,413,NOLAB,research,0.21898127993034391
44,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4169215086646279
44,Lattice,All,0.2,2,413,NOLAB,research,0.20913569189431258
45,Lattice,All,0.2,2,413,NOLAB,neighbor,0.501008064516129
45,Lattice,All,0.2,2,413,NOLAB,research,0.23297491039426524
46,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4985014985014985
46,Lattice,All,0.2,2,413,NOLAB,research,0.20643198609300303
47,Lattice,All,0.2,2,413,NOLAB,neighbor,0.43508771929824563
47,Lattice,All,0.2,2,413,NOLAB,research,0.195726080621661
48,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4326171875
48,Lattice,All,0.2,2,413,NOLAB,research,0.19787332408691632
49,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4556213017751479
49,Lattice,All,0.2,2,413,NOLAB,research,0.19954022988505746
50,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4662698412698413
50,Lattice,All,0.2,2,413,NOLAB,research,0.1902834008097166
1,Lattice,All,0.2,7,413,COLAB,colab,0.5826771653543307
1,Lattice,All,0.2,7,413,COLAB,neighbor,0.5544554455445545
1,Lattice,All,0.2,7,413,COLAB,research,0.3120960295475531
2,Lattice,All,0.2,7,413,COLAB,colab,0.684931506849315
2,Lattice,All,0.2,7,413,COLAB,neighbor,0.5891472868217055
2,Lattice,All,0.2,7,413,COLAB,research,0.34448818897637795
3,Lattice,All,0.2,7,413,COLAB,colab,0.6944444444444444
3,Lattice,All,0.2,7,413,COLAB,neighbor,0.5279255319148937
3,Lattice,All,0.2,7,413,COLAB,research,0.34036433365292423
4,Lattice,All,0.2,7,413,COLAB,colab,0.7111111111111111
4,Lattice,All,0.2,7,413,COLAB,neighbor,0.5710455764075067
4,Lattice,All,0.2,7,413,COLAB,research,0.3057142857142857
5,Lattice,All,0.2,7,413,COLAB,colab,0.6090225563909775
5,Lattice,All,0.2,7,413,COLAB,neighbor,0.5607476635514018
5,Lattice,All,0.2,7,413,COLAB,research,0.31719367588932806
6,Lattice,All,0.2,7,413,COLAB,colab,0.6470588235294118
6,Lattice,All,0.2,7,413,COLAB,neighbor,0.5795918367346938
6,Lattice,All,0.2,7,413,COLAB,research,0.3147751605995717
7,Lattice,All,0.2,7,413,COLAB,colab,0.7380952380952381
7,Lattice,All,0.2,7,413,COLAB,neighbor,0.620384047267356
7,Lattice,All,0.2,7,413,COLAB,research,0.3296032553407935
8,Lattice,All,0.2,7,413,COLAB,colab,0.7543859649122807
8,Lattice,All,0.2,7,413,COLAB,neighbor,0.5963302752293578
8,Lattice,All,0.2,7,413,COLAB,research,0.2992047713717694
9,Lattice,All,0.2,7,413,COLAB,colab,0.7590361445783133
9,Lattice,All,0.2,7,413,COLAB,neighbor,0.6236263736263736
9,Lattice,All,0.2,7,413,COLAB,research,0.34718100890207715
10,Lattice,All,0.2,7,413,COLAB,colab,0.5526315789473685
10,Lattice,All,0.2,7,413,COLAB,neighbor,0.5223325062034739
10,Lattice,All,0.2,7,413,COLAB,research,0.33641975308641975
11,Lattice,All,0.2,7,413,COLAB,colab,0.6160714285714286
11,Lattice,All,0.2,7,413,COLAB,neighbor,0.5353403141361257
11,Lattice,All,0.2,7,413,COLAB,research,0.3355834136933462
12,Lattice,All,0.2,7,413,COLAB,colab,0.575
12,Lattice,All,0.2,7,413,COLAB,neighbor,0.5645412130637636
12,Lattice,All,0.2,7,413,COLAB,research,0.3391705069124424
13,Lattice,All,0.2,7,413,COLAB,colab,0.5045871559633027
13,Lattice,All,0.2,7,413,COLAB,neighbor,0.5155844155844156
13,Lattice,All,0.2,7,413,COLAB,research,0.3100529100529101
14,Lattice,All,0.2,7,413,COLAB,colab,0.4240506329113924
14,Lattice,All,0.2,7,413,COLAB,neighbor,0.524390243902439
14,Lattice,All,0.2,7,413,COLAB,research,0.3288439955106622
15,Lattice,All,0.2,7,413,COLAB,colab,0.7155963302752294
15,Lattice,All,0.2,7,413,COLAB,neighbor,0.5448798988621998
15,Lattice,All,0.2,7,413,COLAB,research,0.31072410632447295
16,Lattice,All,0.2,7,413,COLAB,colab,0.5625
16,Lattice,All,0.2,7,413,COLAB,neighbor,0.5698166431593794
16,Lattice,All,0.2,7,413,COLAB,research,0.31514581373471307
17,Lattice,All,0.2,7,413,COLAB,colab,0.632
17,Lattice,All,0.2,7,413,COLAB,neighbor,0.5475578406169666
17,Lattice,All,0.2,7,413,COLAB,research,0.31170212765957445
18,Lattice,All,0.2,7,413,COLAB,colab,0.8846153846153846
18,Lattice,All,0.2,7,413,COLAB,neighbor,0.5560224089635855
18,Lattice,All,0.2,7,413,COLAB,research,0.33695652173913043
19,Lattice,All,0.2,7,413,COLAB,colab,0.6030534351145038
19,Lattice,All,0.2,7,413,COLAB,neighbor,0.5052754982415005
19,Lattice,All,0.2,7,413,COLAB,research,0.3235581622678397
20,Lattice,All,0.2,7,413,COLAB,colab,0.6078431372549019
20,Lattice,All,0.2,7,413,COLAB,neighbor,0.5873221216041398
20,Lattice,All,0.2,7,413,COLAB,research,0.31007751937984496
21,Lattice,All,0.2,7,413,COLAB,colab,0.8421052631578947
21,Lattice,All,0.2,7,413,COLAB,neighbor,0.5538818076477404
21,Lattice,All,0.2,7,413,COLAB,research,0.35822306238185253
22,Lattice,All,0.2,7,413,COLAB,colab,0.4330708661417323
22,Lattice,All,0.2,7,413,COLAB,neighbor,0.613960113960114
22,Lattice,All,0.2,7,413,COLAB,research,0.3243744207599629
23,Lattice,All,0.2,7,413,COLAB,colab,0.6301369863013698
23,Lattice,All,0.2,7,413,COLAB,neighbor,0.5775623268698061
23,Lattice,All,0.2,7,413,COLAB,research,0.3290513833992095
24,Lattice,All,0.2,7,413,COLAB,colab,0.574468085106383
24,Lattice,All,0.2,7,413,COLAB,neighbor,0.5823293172690763
24,Lattice,All,0.2,7,413,COLAB,research,0.316950852557673
25,Lattice,All,0.2,7,413,COLAB,colab,0.5042735042735043
25,Lattice,All,0.2,7,413,COLAB,neighbor,0.5674074074074074
25,Lattice,All,0.2,7,413,COLAB,research,0.3237150586113616
26,Lattice,All,0.2,7,413,COLAB,colab,0.6375
26,Lattice,All,0.2,7,413,COLAB,neighbor,0.5483304042179262
26,Lattice,All,0.2,7,413,COLAB,research,0.292817679558011
27,Lattice,All,0.2,7,413,COLAB,colab,0.5777777777777777
27,Lattice,All,0.2,7,413,COLAB,neighbor,0.5870870870870871
27,Lattice,All,0.2,7,413,COLAB,research,0.3080357142857143
28,Lattice,All,0.2,7,413,COLAB,colab,0.7865168539325843
28,Lattice,All,0.2,7,413,COLAB,neighbor,0.5035663338088445
28,Lattice,All,0.2,7,413,COLAB,research,0.323439099283521
29,Lattice,All,0.2,7,413,COLAB,colab,0.68
29,Lattice,All,0.2,7,413,COLAB,neighbor,0.6426282051282052
29,Lattice,All,0.2,7,413,COLAB,research,0.33908629441624366
30,Lattice,All,0.2,7,413,COLAB,colab,0.5542168674698795
30,Lattice,All,0.2,7,413,COLAB,neighbor,0.5132127955493742
30,Lattice,All,0.2,7,413,COLAB,research,0.30851063829787234
31,Lattice,All,0.2,7,413,COLAB,colab,0.676923076923077
31,Lattice,All,0.2,7,413,COLAB,neighbor,0.5402597402597402
31,Lattice,All,0.2,7,413,COLAB,research,0.31522793404461685
32,Lattice,All,0.2,7,413,COLAB,colab,0.5526315789473685
32,Lattice,All,0.2,7,413,COLAB,neighbor,0.5720221606648199
32,Lattice,All,0.2,7,413,COLAB,research,0.31166347992351817
33,Lattice,All,0.2,7,413,COLAB,colab,0.7142857142857143
33,Lattice,All,0.2,7,413,COLAB,neighbor,0.6257668711656442
33,Lattice,All,0.2,7,413,COLAB,research,0.2991202346041056
34,Lattice,All,0.2,7,413,COLAB,colab,0.7543859649122807
34,Lattice,All,0.2,7,413,COLAB,neighbor,0.5963302752293578
34,Lattice,All,0.2,7,413,COLAB,research,0.2992047713717694
35,Lattice,All,0.2,7,413,COLAB,colab,0.7246376811594203
35,Lattice,All,0.2,7,413,COLAB,neighbor,0.562874251497006
35,Lattice,All,0.2,7,413,COLAB,research,0.33986928104575165
36,Lattice,All,0.2,7,413,COLAB,colab,0.7108433734939759
36,Lattice,All,0.2,7,413,COLAB,neighbor,0.5505913272010512
36,Lattice,All,0.2,7,413,COLAB,research,0.30552659019812306
37,Lattice,All,0.2,7,413,COLAB,colab,0.5877192982456141
37,Lattice,All,0.2,7,413,COLAB,neighbor,0.5545335085413929
37,Lattice,All,0.2,7,413,COLAB,research,0.35074626865671643
38,Lattice,All,0.2,7,413,COLAB,colab,0.575
38,Lattice,All,0.2,7,413,COLAB,neighbor,0.5519125683060109
38,Lattice,All,0.2,7,413,COLAB,research,0.27586206896551724
39,Lattice,All,0.2,7,413,COLAB,colab,0.6588235294117647
39,Lattice,All,0.2,7,413,COLAB,neighbor,0.5899390243902439
39,Lattice,All,0.2,7,413,COLAB,research,0.34407484407484407
40,Lattice,All,0.2,7,413,COLAB,colab,0.504950495049505
40,Lattice,All,0.2,7,413,COLAB,neighbor,0.5691489361702128
40,Lattice,All,0.2,7,413,COLAB,research,0.39544103072348863
41,Lattice,All,0.2,7,413,COLAB,colab,0.5446428571428571
41,Lattice,All,0.2,7,413,COLAB,neighbor,0.5471698113207547
41,Lattice,All,0.2,7,413,COLAB,research,0.2726396917148362
42,Lattice,All,0.2,7,413,COLAB,colab,0.4714285714285714
42,Lattice,All,0.2,7,413,COLAB,neighbor,0.5617283950617284
42,Lattice,All,0.2,7,413,COLAB,research,0.34807692307692306
43,Lattice,All,0.2,7,413,COLAB,colab,0.7131147540983607
43,Lattice,All,0.2,7,413,COLAB,neighbor,0.5276315789473685
43,Lattice,All,0.2,7,413,COLAB,research,0.35901926444833626
44,Lattice,All,0.2,7,413,COLAB,colab,0.7857142857142857
44,Lattice,All,0.2,7,413,COLAB,neighbor,0.5716234652114598
44,Lattice,All,0.2,7,413,COLAB,research,0.3326713008937438
45,Lattice,All,0.2,7,413,COLAB,colab,0.5878378378378378
45,Lattice,All,0.2,7,413,COLAB,neighbor,0.5802469135802469
45,Lattice,All,0.2,7,413,COLAB,research,0.30569430569430567
46,Lattice,All,0.2,7,413,COLAB,colab,0.5961538461538461
46,Lattice,All,0.2,7,413,COLAB,neighbor,0.5300896286811779
46,Lattice,All,0.2,7,413,COLAB,research,0.3573487031700288
47,Lattice,All,0.2,7,413,COLAB,colab,0.6101694915254238
47,Lattice,All,0.2,7,413,COLAB,neighbor,0.5605006954102921
47,Lattice,All,0.2,7,413,COLAB,research,0.3066169617893756
48,Lattice,All,0.2,7,413,COLAB,colab,0.49230769230769234
48,Lattice,All,0.2,7,413,COLAB,neighbor,0.5905292479108635
48,Lattice,All,0.2,7,413,COLAB,research,0.33301707779886147
49,Lattice,All,0.2,7,413,COLAB,colab,0.6063829787234043
49,Lattice,All,0.2,7,413,COLAB,neighbor,0.5673469387755102
49,Lattice,All,0.2,7,413,COLAB,research,0.34238603297769155
50,Lattice,All,0.2,7,413,COLAB,colab,0.5925925925925926
50,Lattice,All,0.2,7,413,COLAB,neighbor,0.5884892086330935
50,Lattice,All,0.2,7,413,COLAB,research,0.32196589769307926
1,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5477308294209703
1,Lattice,All,0.2,7,413,NOLAB,research,0.3315727699530516
2,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5344311377245509
2,Lattice,All,0.2,7,413,NOLAB,research,0.33791866028708134
3,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5333333333333333
3,Lattice,All,0.2,7,413,NOLAB,research,0.2791519434628975
4,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5300077942322681
4,Lattice,All,0.2,7,413,NOLAB,research,0.2904191616766467
5,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5284227381905524
5,Lattice,All,0.2,7,413,NOLAB,research,0.3035403366221706
6,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5416036308623298
6,Lattice,All,0.2,7,413,NOLAB,research,0.27232704402515723
7,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5248796147672552
7,Lattice,All,0.2,7,413,NOLAB,research,0.2994413407821229
8,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5096439169139466
8,Lattice,All,0.2,7,413,NOLAB,research,0.31517960602549244
9,Lattice,All,0.2,7,413,NOLAB,neighbor,0.54415700267618194
9,Lattice,All,0.2,7,413,NOLAB,research,0.29994308480364257
10,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5313868613138686
10,Lattice,All,0.2,7,413,NOLAB,research,0.32013769363166955
11,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5243804956035172
11,Lattice,All,0.2,7,413,NOLAB,research,0.28976572133168926
12,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5254629629629629
12,Lattice,All,0.2,7,413,NOLAB,research,0.2890888638920135
13,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5116666666666667
13,Lattice,All,0.2,7,413,NOLAB,research,0.30018083182640143
14,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5103766333589547
14,Lattice,All,0.2,7,413,NOLAB,research,0.30033745781777277
15,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5337569499602859
15,Lattice,All,0.2,7,413,NOLAB,research,0.31063829787234043
16,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5130228887134964
16,Lattice,All,0.2,7,413,NOLAB,research,0.28829847371396267
17,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5232308791994281
17,Lattice,All,0.2,7,413,NOLAB,research,0.3251349730053989
18,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5550737207285342
18,Lattice,All,0.2,7,413,NOLAB,research,0.3168799512492383
19,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5171339563862928
19,Lattice,All,0.2,7,413,NOLAB,research,0.2871912693854107
20,Lattice,All,0.2,7,413,NOLAB,neighbor,0.4843373493975904
20,Lattice,All,0.2,7,413,NOLAB,research,0.3081017149615612
21,Lattice,All,0.2,7,413,NOLAB,neighbor,0.561078348778433
21,Lattice,All,0.2,7,413,NOLAB,research,0.32532347504621073
22,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5128388017118403
22,Lattice,All,0.2,7,413,NOLAB,research,0.31949250288350634
23,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5275267050123253
23,Lattice,All,0.2,7,413,NOLAB,research,0.29861910241657075
24,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5347793567688855
24,Lattice,All,0.2,7,413,NOLAB,research,0.3056234718826406
25,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5592334494773519
25,Lattice,All,0.2,7,413,NOLAB,research,0.3110853163087638
26,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5247364152473641
26,Lattice,All,0.2,7,413,NOLAB,research,0.29010856453558503
27,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5547385620915033
27,Lattice,All,0.2,7,413,NOLAB,research,0.33052749719416386
28,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5831932773109244
28,Lattice,All,0.2,7,413,NOLAB,research,0.32582322357019067
29,Lattice,All,0.2,7,413,NOLAB,neighbor,0.517709118311982
29,Lattice,All,0.2,7,413,NOLAB,research,0.29831144465290804
30,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5334370139968896
30,Lattice,All,0.2,7,413,NOLAB,research,0.33104238258877433
31,Lattice,All,0.2,7,413,NOLAB,neighbor,0.565290648694187
31,Lattice,All,0.2,7,413,NOLAB,research,0.3331353919239905
32,Lattice,All,0.2,7,413,NOLAB,neighbor,0.4974207811348563
32,Lattice,All,0.2,7,413,NOLAB,research,0.28554778554778554
33,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5212933753943217
33,Lattice,All,0.2,7,413,NOLAB,research,0.28744239631336405
34,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5096439169139466
34,Lattice,All,0.2,7,413,NOLAB,research,0.31517960602549244
35,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5254237288135594
35,Lattice,All,0.2,7,413,NOLAB,research,0.33172496984318456
36,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5405636208368916
36,Lattice,All,0.2,7,413,NOLAB,research,0.32868757259001163
37,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5088393543428132
37,Lattice,All,0.2,7,413,NOLAB,research,0.3194868662186927
38,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5475819032761311
38,Lattice,All,0.2,7,413,NOLAB,research,0.3246835443037975
39,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5003717472118959
39,Lattice,All,0.2,7,413,NOLAB,research,0.3144963144963145
40,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5761904761904761
40,Lattice,All,0.2,7,413,NOLAB,research,0.31443600233781416
41,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5338050314465409
41,Lattice,All,0.2,7,413,NOLAB,research,0.3124623720650211
42,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5031347962382445
42,Lattice,All,0.2,7,413,NOLAB,research,0.29849012775842043
43,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5368072787427626
43,Lattice,All,0.2,7,413,NOLAB,research,0.3206197854588796
44,Lattice,All,0.2,7,413,NOLAB,neighbor,0.577175697865353
44,Lattice,All,0.2,7,413,NOLAB,research,0.2890888638920135
45,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5425170068027211
45,Lattice,All,0.2,7,413,NOLAB,research,0.35071090047393366
46,Lattice,All,0.2,7,413,NOLAB,neighbor,0.559576345984113
46,Lattice,All,0.2,7,413,NOLAB,research,0.3041551246537396
47,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5201863354037267
47,Lattice,All,0.2,7,413,NOLAB,research,0.3239271017048795
48,Lattice,All,0.2,7,413,NOLAB,neighbor,0.4787077826725404
48,Lattice,All,0.2,7,413,NOLAB,research,0.2914544425580079
49,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5681481481481482
49,Lattice,All,0.2,7,413,NOLAB,research,0.30303030303030304
50,Lattice,All,0.2,7,413,NOLAB,neighbor,0.5184072126220887
50,Lattice,All,0.2,7,413,NOLAB,research,0.315850144092219
1,Lattice,All,0.2,13,484,COLAB,colab,0.7735849056603774
1,Lattice,All,0.2,13,484,COLAB,neighbor,0.6278563656147987
1,Lattice,All,0.2,13,484,COLAB,research,0.39752832131822863
2,Lattice,All,0.2,13,484,COLAB,colab,0.6
2,Lattice,All,0.2,13,484,COLAB,neighbor,0.6116248348745046
2,Lattice,All,0.2,13,484,COLAB,research,0.44622222222222224
3,Lattice,All,0.2,13,484,COLAB,colab,0.6204379562043796
3,Lattice,All,0.2,13,484,COLAB,neighbor,0.6274038461538461
3,Lattice,All,0.2,13,484,COLAB,research,0.4085603112840467
4,Lattice,All,0.2,13,484,COLAB,colab,0.6793893129770993
4,Lattice,All,0.2,13,484,COLAB,neighbor,0.6086519114688129
4,Lattice,All,0.2,13,484,COLAB,research,0.3708668453976765
5,Lattice,All,0.2,13,484,COLAB,colab,0.7752808988764045
5,Lattice,All,0.2,13,484,COLAB,neighbor,0.6130952380952381
5,Lattice,All,0.2,13,484,COLAB,research,0.4234875444839858
6,Lattice,All,0.2,13,484,COLAB,colab,0.92
6,Lattice,All,0.2,13,484,COLAB,neighbor,0.7254098360655737
6,Lattice,All,0.2,13,484,COLAB,research,0.4211453744493392
7,Lattice,All,0.2,13,484,COLAB,colab,0.8103448275862069
7,Lattice,All,0.2,13,484,COLAB,neighbor,0.5690661478599222
