replica,population,network,sigma,true_model,net_size,colab_cond,first_row,first_study,orig_agents,switch_testing,extra_agents,FPTT
27,Tess,Lattice,0.5,7,484,COLAB,14,84,1,7,0,77
28,Tess,Lattice,0.5,7,484,COLAB,30,159,1,8,0,151
29,Tess,Lattice,0.5,7,484,COLAB,45,219,1,7,0,212
30,Tess,Lattice,0.5,7,484,COLAB,9,46,1,7,0,39
31,Tess,Lattice,0.5,7,484,COLAB,36,167,10,10,9,152.5
32,Tess,Lattice,0.5,7,484,COLAB,12,77,1,7,0,70
33,Tess,Lattice,0.5,7,484,COLAB,13,104,1,7,0,97
34,Tess,Lattice,0.5,7,484,COLAB,22,141,1,8,0,133
35,Tess,Lattice,0.5,7,484,COLAB,3,29,10,10,9,14.5
36,Tess,Lattice,0.5,7,484,COLAB,25,142,1,7,0,135
37,Tess,Lattice,0.5,7,484,COLAB,31,203,10,7,9,191.5
38,Tess,Lattice,0.5,7,484,COLAB,38,214,1,5,0,209
39,Tess,Lattice,0.5,7,484,COLAB,16,103,1,6,0,97
40,Tess,Lattice,0.5,7,484,COLAB,32,172,1,7,0,165
41,Tess,Lattice,0.5,7,484,COLAB,27,135,10,8,9,122.5
42,Tess,Lattice,0.5,7,484,COLAB,3,32,1,7,0,25
43,Tess,Lattice,0.5,7,484,COLAB,7,48,1,5,0,43
44,Tess,Lattice,0.5,7,484,COLAB,21,92,1,7,0,85
45,Tess,Lattice,0.5,7,484,COLAB,4,16,1,5,0,11
46,Tess,Lattice,0.5,7,484,COLAB,3,17,1,8,0,9
47,Tess,Lattice,0.5,7,484,COLAB,1,9,1,8,0,1
48,Tess,Lattice,0.5,7,484,COLAB,14,72,1,7,0,65
49,Tess,Lattice,0.5,7,484,COLAB,5,16,1,6,0,10
50,Tess,Lattice,0.5,7,484,COLAB,22,129,1,6,0,123
1,Tess,Lattice,0.5,7,484,NOLAB,30,143,1,6,0,137
2,Tess,Lattice,0.5,7,484,NOLAB,57,232,1,7,0,225
3,Tess,Lattice,0.5,7,484,NOLAB,37,152,1,7,0,145
4,Tess,Lattice,0.5,7,484,NOLAB,87,411,1,7,0,404
5,Tess,Lattice,0.5,7,484,NOLAB,14,73,1,8,0,65
6,Tess,Lattice,0.5,7,484,NOLAB,19,51,1,7,0,44
7,Tess,Lattice,0.5,7,484,NOLAB,17,87,1,6,0,81
8,Tess,Lattice,0.5,7,484,NOLAB,88,374,1,7,0,367
9,Tess,Lattice,0.5,7,484,NOLAB,26,93,1,6,0,87
10,Tess,Lattice,0.5,7,484,NOLAB,28,108,1,7,0,101
11,Tess,Lattice,0.5,7,484,NOLAB,3,22,1,7,0,15
12,Tess,Lattice,0.5,7,484,NOLAB,22,117,1,7,0,110
13,Tess,Lattice,0.5,7,484,NOLAB,15,67,1,7,0,60
14,Tess,Lattice,0.5,7,484,NOLAB,23,92,1,7,0,85
15,Tess,Lattice,0.5,7,484,NOLAB,51,186,1,7,0,179
16,Tess,Lattice,0.5,7,484,NOLAB,7,36,1,6,0,30
17,Tess,Lattice,0.5,7,484,NOLAB,30,162,1,7,0,155
18,Tess,Lattice,0.5,7,484,NOLAB,35,172,1,8,0,164
19,Tess,Lattice,0.5,7,484,NOLAB,21,77,1,7,0,70
20,Tess,Lattice,0.5,7,484,NOLAB,56,286,1,7,0,279
21,Tess,Lattice,0.5,7,484,NOLAB,116,479,1,7,0,472
22,Tess,Lattice,0.5,7,484,NOLAB,68,299,1,8,0,291
23,Tess,Lattice,0.5,7,484,NOLAB,11,68,1,7,0,61
24,Tess,Lattice,0.5,7,484,NOLAB,22,88,1,7,0,81
25,Tess,Lattice,0.5,7,484,NOLAB,43,218,1,7,0,211
26,Tess,Lattice,0.5,7,484,NOLAB,63,303,1,7,0,296
27,Tess,Lattice,0.5,7,484,NOLAB,19,78,1,8,0,70
28,Tess,Lattice,0.5,7,484,NOLAB,54,226,1,8,0,218
29,Tess,Lattice,0.5,7,484,NOLAB,64,270,1,6,0,264
30,Tess,Lattice,0.5,7,484,NOLAB,41,191,1,7,0,184
31,Tess,Lattice,0.5,7,484,NOLAB,28,93,1,7,0,86
32,Tess,Lattice,0.5,7,484,NOLAB,17,60,1,7,0,53
33,Tess,Lattice,0.5,7,484,NOLAB,19,74,1,6,0,68
34,Tess,Lattice,0.5,7,484,NOLAB,88,374,1,7,0,367
35,Tess,Lattice,0.5,7,484,NOLAB,46,210,1,8,0,202
36,Tess,Lattice,0.5,7,484,NOLAB,29,119,1,6,0,113
37,Tess,Lattice,0.5,7,484,NOLAB,16,100,1,7,0,93
38,Tess,Lattice,0.5,7,484,NOLAB,2,15,1,6,0,9
39,Tess,Lattice,0.5,7,484,NOLAB,16,103,1,6,0,97
40,Tess,Lattice,0.5,7,484,NOLAB,34,173,1,8,0,165
41,Tess,Lattice,0.5,7,484,NOLAB,41,186,1,7,0,179
42,Tess,Lattice,0.5,7,484,NOLAB,3,10,1,7,0,3
43,Tess,Lattice,0.5,7,484,NOLAB,24,91,1,6,0,85
44,Tess,Lattice,0.5,7,484,NOLAB,21,92,1,7,0,85
45,Tess,Lattice,0.5,7,484,NOLAB,4,16,1,5,0,11
46,Tess,Lattice,0.5,7,484,NOLAB,3,17,1,8,0,9
47,Tess,Lattice,0.5,7,484,NOLAB,1,9,1,8,0,1
48,Tess,Lattice,0.5,7,484,NOLAB,97,428,1,7,0,421
49,Tess,Lattice,0.5,7,484,NOLAB,5,16,1,6,0,10
50,Tess,Lattice,0.5,7,484,NOLAB,9,52,1,7,0,45
1,Tess,Lattice,0.8,13,413,COLAB,Inf,NA,NA,NA,NA,NA
2,Tess,Lattice,0.8,13,413,COLAB,Inf,NA,NA,NA,NA,NA
3,Tess,Lattice,0.8,13,413,COLAB,219,916,1,5,0,911
4,Tess,Lattice,0.8,13,413,COLAB,40,188,10,6,9,177.5
5,Tess,Lattice,0.8,13,413,COLAB,Inf,NA,NA,NA,NA,NA
6,Tess,Lattice,0.8,13,413,COLAB,88,382,1,5,0,377
7,Tess,Lattice,0.8,13,413,COLAB,24,128,1,5,0,123
8,Tess,Lattice,0.8,13,413,COLAB,10,54,1,3,0,51
9,Tess,Lattice,0.8,13,413,COLAB,2663,8514,1,6,0,8508
10,Tess,Lattice,0.8,13,413,COLAB,6,33,1,3,0,30
11,Tess,Lattice,0.8,13,413,COLAB,851,2928,1,6,0,2922
12,Tess,Lattice,0.8,13,413,COLAB,785,2675,1,6,0,2669
13,Tess,Lattice,0.8,13,413,COLAB,108,506,1,4,0,502
14,Tess,Lattice,0.8,13,413,COLAB,45,224,1,5,0,219
15,Tess,Lattice,0.8,13,413,COLAB,1274,4256,1,6,0,4250
16,Tess,Lattice,0.8,13,413,COLAB,Inf,NA,NA,NA,NA,NA
17,Tess,Lattice,0.8,13,413,COLAB,135,616,10,2,9,609.5
18,Tess,Lattice,0.8,13,413,COLAB,210,937,1,5,0,932
19,Tess,Lattice,0.8,13,413,COLAB,3,8,1,5,0,3
20,Tess,Lattice,0.8,13,413,COLAB,17,67,10,10,9,52.5
21,Tess,Lattice,0.8,13,413,COLAB,Inf,NA,NA,NA,NA,NA
22,Tess,Lattice,0.8,13,413,COLAB,5,16,1,5,0,11
23,Tess,Lattice,0.8,13,413,COLAB,Inf,NA,NA,NA,NA,NA
24,Tess,Lattice,0.8,13,413,COLAB,391,1492,1,5,0,1487
25,Tess,Lattice,0.8,13,413,COLAB,27,147,1,6,0,141
26,Tess,Lattice,0.8,13,413,COLAB,40,193,10,4,9,184.5
27,Tess,Lattice,0.8,13,413,COLAB,4,27,1,4,0,23
28,Tess,Lattice,0.8,13,413,COLAB,100,526,10,2,9,519.5
29,Tess,Lattice,0.8,13,413,COLAB,14,36,1,4,0,32
30,Tess,Lattice,0.8,13,413,COLAB,128,657,10,5,9,647.5
31,Tess,Lattice,0.8,13,413,COLAB,Inf,NA,NA,NA,NA,NA
32,Tess,Lattice,0.8,13,413,COLAB,5,20,1,5,0,15
33,Tess,Lattice,0.8,13,413,COLAB,Inf,NA,NA,NA,NA,NA
34,Tess,Lattice,0.8,13,413,COLAB,10,54,1,3,0,51
35,Tess,Lattice,0.8,13,413,COLAB,27,133,1,5,0,128
36,Tess,Lattice,0.8,13,413,COLAB,3,14,1,5,0,9
37,Tess,Lattice,0.8,13,413,COLAB,Inf,NA,NA,NA,NA,NA
38,Tess,Lattice,0.8,13,413,COLAB,60,243,1,5,0,238
39,Tess,Lattice,0.8,13,413,COLAB,34,177,1,5,0,172
40,Tess,Lattice,0.8,13,413,COLAB,114,644,1,4,0,640
41,Tess,Lattice,0.8,13,413,COLAB,9,72,1,5,0,67
42,Tess,Lattice,0.8,13,413,COLAB,49,263,1,5,0,258
43,Tess,Lattice,0.8,13,413,COLAB,74,336,1,4,0,332
44,Tess,Lattice,0.8,13,413,COLAB,107,495,10,10,9,480.5
45,Tess,Lattice,0.8,13,413,COLAB,Inf,NA,NA,NA,NA,NA
46,Tess,Lattice,0.8,13,413,COLAB,61,320,10,6,9,309.5
47,Tess,Lattice,0.8,13,413,COLAB,Inf,NA,NA,NA,NA,NA
48,Tess,Lattice,0.8,13,413,COLAB,279,1356,10,2,9,1349.5
49,Tess,Lattice,0.8,13,413,COLAB,Inf,NA,NA,NA,NA,NA
50,Tess,Lattice,0.8,13,413,COLAB,5,25,10,0,9,20.5
1,Tess,Lattice,0.8,13,413,NOLAB,Inf,NA,NA,NA,NA,NA
2,Tess,Lattice,0.8,13,413,NOLAB,31,127,1,5,0,122
3,Tess,Lattice,0.8,13,413,NOLAB,281,934,1,5,0,929
4,Tess,Lattice,0.8,13,413,NOLAB,Inf,NA,NA,NA,NA,NA
5,Tess,Lattice,0.8,13,413,NOLAB,Inf,NA,NA,NA,NA,NA
6,Tess,Lattice,0.8,13,413,NOLAB,Inf,NA,NA,NA,NA,NA
7,Tess,Lattice,0.8,13,413,NOLAB,22,99,1,5,0,94
8,Tess,Lattice,0.8,13,413,NOLAB,51,220,1,4,0,216
9,Tess,Lattice,0.8,13,413,NOLAB,Inf,NA,NA,NA,NA,NA
10,Tess,Lattice,0.8,13,413,NOLAB,6,33,1,3,0,30
11,Tess,Lattice,0.8,13,413,NOLAB,36,146,1,5,0,141
12,Tess,Lattice,0.8,13,413,NOLAB,1211,2912,1,6,0,2906
13,Tess,Lattice,0.8,13,413,NOLAB,32,141,1,5,0,136
14,Tess,Lattice,0.8,13,413,NOLAB,1085,2581,1,6,0,2575
15,Tess,Lattice,0.8,13,413,NOLAB,Inf,NA,NA,NA,NA,NA
16,Tess,Lattice,0.8,13,413,NOLAB,78,320,1,5,0,315
17,Tess,Lattice,0.8,13,413,NOLAB,Inf,NA,NA,NA,NA,NA
18,Tess,Lattice,0.8,13,413,NOLAB,285,934,1,5,0,929
19,Tess,Lattice,0.8,13,413,NOLAB,3,8,1,5,0,3
20,Tess,Lattice,0.8,13,413,NOLAB,Inf,NA,NA,NA,NA,NA
21,Tess,Lattice,0.8,13,413,NOLAB,13,54,1,5,0,49
22,Tess,Lattice,0.8,13,413,NOLAB,5,16,1,5,0,11
23,Tess,Lattice,0.8,13,413,NOLAB,26,116,1,5,0,111
24,Tess,Lattice,0.8,13,413,NOLAB,Inf,NA,NA,NA,NA,NA
25,Tess,Lattice,0.8,13,413,NOLAB,Inf,NA,NA,NA,NA,NA
26,Tess,Lattice,0.8,13,413,NOLAB,325,985,1,5,0,980
27,Tess,Lattice,0.8,13,413,NOLAB,39,151,1,5,0,146
28,Tess,Lattice,0.8,13,413,NOLAB,53,229,1,4,0,225
29,Tess,Lattice,0.8,13,413,NOLAB,14,36,1,4,0,32
30,Tess,Lattice,0.8,13,413,NOLAB,Inf,NA,NA,NA,NA,NA
31,Tess,Lattice,0.8,13,413,NOLAB,Inf,NA,NA,NA,NA,NA
32,Tess,Lattice,0.8,13,413,NOLAB,5,20,1,5,0,15
33,Tess,Lattice,0.8,13,413,NOLAB,86,304,1,5,0,299
34,Tess,Lattice,0.8,13,413,NOLAB,51,220,1,4,0,216
35,Tess,Lattice,0.8,13,413,NOLAB,157,494,1,5,0,489
36,Tess,Lattice,0.8,13,413,NOLAB,3,14,1,5,0,9
37,Tess,Lattice,0.8,13,413,NOLAB,541,1452,1,5,0,1447
38,Tess,Lattice,0.8,13,413,NOLAB,63,241,1,5,0,236
39,Tess,Lattice,0.8,13,413,NOLAB,164,592,1,4,0,588
40,Tess,Lattice,0.8,13,413,NOLAB,Inf,NA,NA,NA,NA,NA
41,Tess,Lattice,0.8,13,413,NOLAB,Inf,NA,NA,NA,NA,NA
42,Tess,Lattice,0.8,13,413,NOLAB,Inf,NA,NA,NA,NA,NA
43,Tess,Lattice,0.8,13,413,NOLAB,27,107,1,5,0,102
44,Tess,Lattice,0.8,13,413,NOLAB,110,387,1,5,0,382
45,Tess,Lattice,0.8,13,413,NOLAB,303,929,1,5,0,924
46,Tess,Lattice,0.8,13,413,NOLAB,1869,4100,1,6,0,4094
47,Tess,Lattice,0.8,13,413,NOLAB,Inf,NA,NA,NA,NA,NA
48,Tess,Lattice,0.8,13,413,NOLAB,98,347,1,5,0,342
49,Tess,Lattice,0.8,13,413,NOLAB,Inf,NA,NA,NA,NA,NA
50,Tess,Lattice,0.8,13,413,NOLAB,101,386,1,5,0,381
1,Tess,Lattice,0.8,2,413,COLAB,3,18,1,6,0,12
2,Tess,Lattice,0.8,2,413,COLAB,1,5,1,4,0,1
3,Tess,Lattice,0.8,2,413,COLAB,6,33,1,5,0,28
4,Tess,Lattice,0.8,2,413,COLAB,19,121,10,10,9,106.5
5,Tess,Lattice,0.8,2,413,COLAB,5,21,1,5,0,16
6,Tess,Lattice,0.8,2,413,COLAB,27,115,1,5,0,110
7,Tess,Lattice,0.8,2,413,COLAB,5,15,1,6,0,9
8,Tess,Lattice,0.8,2,413,COLAB,13,80,10,4,9,71.5
9,Tess,Lattice,0.8,2,413,COLAB,10,82,1,6,0,76
10,Tess,Lattice,0.8,2,413,COLAB,4,20,1,5,0,15
11,Tess,Lattice,0.8,2,413,COLAB,2,20,1,4,0,16
12,Tess,Lattice,0.8,2,413,COLAB,2,7,1,5,0,2
13,Tess,Lattice,0.8,2,413,COLAB,14,117,1,6,0,111
14,Tess,Lattice,0.8,2,413,COLAB,6,31,1,6,0,25
15,Tess,Lattice,0.8,2,413,COLAB,6,29,1,5,0,24
16,Tess,Lattice,0.8,2,413,COLAB,26,123,1,6,0,117
17,Tess,Lattice,0.8,2,413,COLAB,9,54,1,6,0,48
18,Tess,Lattice,0.8,2,413,COLAB,5,31,1,5,0,26
19,Tess,Lattice,0.8,2,413,COLAB,3,9,1,6,0,3
20,Tess,Lattice,0.8,2,413,COLAB,7,37,10,6,9,26.5
21,Tess,Lattice,0.8,2,413,COLAB,15,62,1,6,0,56
22,Tess,Lattice,0.8,2,413,COLAB,9,24,1,5,0,19
23,Tess,Lattice,0.8,2,413,COLAB,3,25,10,8,9,12.5
24,Tess,Lattice,0.8,2,413,COLAB,10,59,1,6,0,53
25,Tess,Lattice,0.8,2,413,COLAB,4,20,1,5,0,15
26,Tess,Lattice,0.8,2,413,COLAB,11,55,10,5,9,45.5
27,Tess,Lattice,0.8,2,413,COLAB,33,181,1,6,0,175
28,Tess,Lattice,0.8,2,413,COLAB,4,31,1,5,0,26
29,Tess,Lattice,0.8,2,413,COLAB,1,5,1,4,0,1
30,Tess,Lattice,0.8,2,413,COLAB,19,109,1,5,0,104
31,Tess,Lattice,0.8,2,413,COLAB,31,148,1,6,0,142
32,Tess,Lattice,0.8,2,413,COLAB,1,6,1,5,0,1
33,Tess,Lattice,0.8,2,413,COLAB,1,6,1,5,0,1
34,Tess,Lattice,0.8,2,413,COLAB,13,80,10,4,9,71.5
35,Tess,Lattice,0.8,2,413,COLAB,1,7,1,6,0,1
36,Tess,Lattice,0.8,2,413,COLAB,8,48,1,6,0,42
37,Tess,Lattice,0.8,2,413,COLAB,13,37,1,4,0,33
38,Tess,Lattice,0.8,2,413,COLAB,2,11,1,5,0,6
39,Tess,Lattice,0.8,2,413,COLAB,4,15,1,6,0,9
40,Tess,Lattice,0.8,2,413,COLAB,17,71,1,5,0,66
41,Tess,Lattice,0.8,2,413,COLAB,3,7,1,4,0,3
42,Tess,Lattice,0.8,2,413,COLAB,32,126,1,4,0,122
43,Tess,Lattice,0.8,2,413,COLAB,16,62,1,6,0,56
44,Tess,Lattice,0.8,2,413,COLAB,5,27,1,5,0,22
45,Tess,Lattice,0.8,2,413,COLAB,62,377,1,5,0,372
46,Tess,Lattice,0.8,2,413,COLAB,7,47,1,6,0,41
47,Tess,Lattice,0.8,2,413,COLAB,5,25,1,6,0,19
48,Tess,Lattice,0.8,2,413,COLAB,2,22,1,4,0,18
49,Tess,Lattice,0.8,2,413,COLAB,3,19,1,6,0,13
50,Tess,Lattice,0.8,2,413,COLAB,13,43,1,6,0,37
1,Tess,Lattice,0.8,2,413,NOLAB,3,18,1,6,0,12
2,Tess,Lattice,0.8,2,413,NOLAB,1,5,1,4,0,1
3,Tess,Lattice,0.8,2,413,NOLAB,44,182,1,6,0,176
4,Tess,Lattice,0.8,2,413,NOLAB,6,27,1,5,0,22
5,Tess,Lattice,0.8,2,413,NOLAB,5,21,1,5,0,16
6,Tess,Lattice,0.8,2,413,NOLAB,23,79,1,5,0,74
7,Tess,Lattice,0.8,2,413,NOLAB,5,15,1,6,0,9
8,Tess,Lattice,0.8,2,413,NOLAB,7,34,1,5,0,29
9,Tess,Lattice,0.8,2,413,NOLAB,38,143,1,6,0,137
10,Tess,Lattice,0.8,2,413,NOLAB,4,20,1,5,0,15
11,Tess,Lattice,0.8,2,413,NOLAB,7,31,1,4,0,27
12,Tess,Lattice,0.8,2,413,NOLAB,2,7,1,5,0,2
13,Tess,Lattice,0.8,2,413,NOLAB,8,43,1,5,0,38
14,Tess,Lattice,0.8,2,413,NOLAB,6,31,1,6,0,25
15,Tess,Lattice,0.8,2,413,NOLAB,12,38,1,4,0,34
16,Tess,Lattice,0.8,2,413,NOLAB,18,74,1,6,0,68
17,Tess,Lattice,0.8,2,413,NOLAB,3,13,1,4,0,9
18,Tess,Lattice,0.8,2,413,NOLAB,15,46,1,6,0,40
19,Tess,Lattice,0.8,2,413,NOLAB,3,9,1,6,0,3
20,Tess,Lattice,0.8,2,413,NOLAB,10,37,1,6,0,31
21,Tess,Lattice,0.8,2,413,NOLAB,15,62,1,6,0,56
22,Tess,Lattice,0.8,2,413,NOLAB,9,24,1,5,0,19
23,Tess,Lattice,0.8,2,413,NOLAB,4,14,1,5,0,9
24,Tess,Lattice,0.8,2,413,NOLAB,6,30,1,6,0,24
25,Tess,Lattice,0.8,2,413,NOLAB,4,20,1,5,0,15
26,Tess,Lattice,0.8,2,413,NOLAB,9,42,1,4,0,38
27,Tess,Lattice,0.8,2,413,NOLAB,11,47,1,6,0,41
28,Tess,Lattice,0.8,2,413,NOLAB,6,26,1,6,0,20
29,Tess,Lattice,0.8,2,413,NOLAB,1,5,1,4,0,1
30,Tess,Lattice,0.8,2,413,NOLAB,5,21,1,5,0,16
31,Tess,Lattice,0.8,2,413,NOLAB,6,28,1,6,0,22
32,Tess,Lattice,0.8,2,413,NOLAB,1,6,1,5,0,1
33,Tess,Lattice,0.8,2,413,NOLAB,1,6,1,5,0,1
34,Tess,Lattice,0.8,2,413,NOLAB,7,34,1,5,0,29
35,Tess,Lattice,0.8,2,413,NOLAB,1,7,1,6,0,1
36,Tess,Lattice,0.8,2,413,NOLAB,3,9,1,6,0,3
37,Tess,Lattice,0.8,2,413,NOLAB,13,37,1,4,0,33
38,Tess,Lattice,0.8,2,413,NOLAB,2,11,1,5,0,6
39,Tess,Lattice,0.8,2,413,NOLAB,4,15,1,6,0,9
40,Tess,Lattice,0.8,2,413,NOLAB,24,79,1,5,0,74
41,Tess,Lattice,0.8,2,413,NOLAB,3,7,1,4,0,3
42,Tess,Lattice,0.8,2,413,NOLAB,45,159,1,6,0,153
43,Tess,Lattice,0.8,2,413,NOLAB,18,63,1,5,0,58
44,Tess,Lattice,0.8,2,413,NOLAB,5,27,1,5,0,22
45,Tess,Lattice,0.8,2,413,NOLAB,3,14,1,6,0,8
46,Tess,Lattice,0.8,2,413,NOLAB,7,32,1,6,0,26
47,Tess,Lattice,0.8,2,413,NOLAB,5,25,1,6,0,19
48,Tess,Lattice,0.8,2,413,NOLAB,2,11,1,4,0,7
49,Tess,Lattice,0.8,2,413,NOLAB,3,19,1,6,0,13
50,Tess,Lattice,0.8,2,413,NOLAB,13,43,1,6,0,37
1,Tess,Lattice,0.8,7,413,COLAB,67,358,10,6,9,347.5
2,Tess,Lattice,0.8,7,413,COLAB,48,271,1,5,0,266
3,Tess,Lattice,0.8,7,413,COLAB,68,334,1,4,0,330
4,Tess,Lattice,0.8,7,413,COLAB,48,236,10,11,9,220.5
5,Tess,Lattice,0.8,7,413,COLAB,53,289,1,4,0,285
6,Tess,Lattice,0.8,7,413,COLAB,44,259,1,5,0,254
7,Tess,Lattice,0.8,7,413,COLAB,40,210,1,5,0,205
8,Tess,Lattice,0.8,7,413,COLAB,21,157,1,4,0,153
9,Tess,Lattice,0.8,7,413,COLAB,23,100,1,5,0,95
10,Tess,Lattice,0.8,7,413,COLAB,42,174,1,4,0,170
11,Tess,Lattice,0.8,7,413,COLAB,4,38,1,5,0,33
12,Tess,Lattice,0.8,7,413,COLAB,318,1499,1,6,0,1493
13,Tess,Lattice,0.8,7,413,COLAB,33,176,1,5,0,171
14,Tess,Lattice,0.8,7,413,COLAB,10,47,1,4,0,43
15,Tess,Lattice,0.8,7,413,COLAB,31,163,1,5,0,158
16,Tess,Lattice,0.8,7,413,COLAB,8,56,10,4,9,47.5
17,Tess,Lattice,0.8,7,413,COLAB,246,1031,1,6,0,1025
18,Tess,Lattice,0.8,7,413,COLAB,55,284,1,6,0,278
19,Tess,Lattice,0.8,7,413,COLAB,328,1411,1,6,0,1405
20,Tess,Lattice,0.8,7,413,COLAB,5,32,1,6,0,26
21,Tess,Lattice,0.8,7,413,COLAB,54,256,1,5,0,251
22,Tess,Lattice,0.8,7,413,COLAB,175,727,1,6,0,721
23,Tess,Lattice,0.8,7,413,COLAB,78,381,1,4,0,377
24,Tess,Lattice,0.8,7,413,COLAB,11,64,1,6,0,58
25,Tess,Lattice,0.8,7,413,COLAB,13,80,10,7,9,68.5
26,Tess,Lattice,0.8,7,413,COLAB,42,235,1,4,0,231
27,Tess,Lattice,0.8,7,413,COLAB,52,240,10,9,9,226.5
28,Tess,Lattice,0.8,7,413,COLAB,13,70,1,5,0,65
29,Tess,Lattice,0.8,7,413,COLAB,68,297,10,5,9,287.5
30,Tess,Lattice,0.8,7,413,COLAB,15,95,1,5,0,90
31,Tess,Lattice,0.8,7,413,COLAB,116,569,1,5,0,564
32,Tess,Lattice,0.8,7,413,COLAB,72,373,1,5,0,368
33,Tess,Lattice,0.8,7,413,COLAB,67,267,10,3,9,259.5
34,Tess,Lattice,0.8,7,413,COLAB,21,157,1,4,0,153
35,Tess,Lattice,0.8,7,413,COLAB,216,970,1,6,0,964
36,Tess,Lattice,0.8,7,413,COLAB,34,168,1,4,0,164
37,Tess,Lattice,0.8,7,413,COLAB,95,500,1,6,0,494
38,Tess,Lattice,0.8,7,413,COLAB,1,5,1,4,0,1
39,Tess,Lattice,0.8,7,413,COLAB,13,67,1,4,0,63
40,Tess,Lattice,0.8,7,413,COLAB,171,793,10,12,9,776.5
41,Tess,Lattice,0.8,7,413,COLAB,89,461,1,6,0,455
42,Tess,Lattice,0.8,7,413,COLAB,5,52,10,12,9,35.5
43,Tess,Lattice,0.8,7,413,COLAB,11,48,1,5,0,43
44,Tess,Lattice,0.8,7,413,COLAB,248,980,1,6,0,974
45,Tess,Lattice,0.8,7,413,COLAB,68,343,10,5,9,333.5
46,Tess,Lattice,0.8,7,413,COLAB,117,509,1,5,0,504
47,Tess,Lattice,0.8,7,413,COLAB,111,564,1,5,0,559
48,Tess,Lattice,0.8,7,413,COLAB,48,211,1,5,0,206
49,Tess,Lattice,0.8,7,413,COLAB,31,170,10,4,9,161.5
50,Tess,Lattice,0.8,7,413,COLAB,30,167,1,5,0,162
1,Tess,Lattice,0.8,7,413,NOLAB,19,77,1,5,0,72
2,Tess,Lattice,0.8,7,413,NOLAB,151,524,1,6,0,518
3,Tess,Lattice,0.8,7,413,NOLAB,69,261,1,5,0,256
4,Tess,Lattice,0.8,7,413,NOLAB,56,189,1,5,0,184
5,Tess,Lattice,0.8,7,413,NOLAB,36,134,1,4,0,130
6,Tess,Lattice,0.8,7,413,NOLAB,31,122,1,5,0,117
7,Tess,Lattice,0.8,7,413,NOLAB,Inf,NA,NA,NA,NA,NA
8,Tess,Lattice,0.8,7,413,NOLAB,34,163,1,6,0,157
9,Tess,Lattice,0.8,7,413,NOLAB,169,600,1,4,0,596
10,Tess,Lattice,0.8,7,413,NOLAB,66,268,1,5,0,263
11,Tess,Lattice,0.8,7,413,NOLAB,46,178,1,6,0,172
12,Tess,Lattice,0.8,7,413,NOLAB,11,58,1,5,0,53
13,Tess,Lattice,0.8,7,413,NOLAB,10,37,1,5,0,32
14,Tess,Lattice,0.8,7,413,NOLAB,14,58,1,4,0,54
15,Tess,Lattice,0.8,7,413,NOLAB,26,94,1,4,0,90
16,Tess,Lattice,0.8,7,413,NOLAB,116,424,1,5,0,419
17,Tess,Lattice,0.8,7,413,NOLAB,181,685,1,5,0,680
18,Tess,Lattice,0.8,7,413,NOLAB,80,303,1,5,0,298
19,Tess,Lattice,0.8,7,413,NOLAB,150,514,1,5,0,509
20,Tess,Lattice,0.8,7,413,NOLAB,35,112,1,5,0,107
21,Tess,Lattice,0.8,7,413,NOLAB,40,141,1,6,0,135
22,Tess,Lattice,0.8,7,413,NOLAB,98,354,1,5,0,349
23,Tess,Lattice,0.8,7,413,NOLAB,100,335,1,5,0,330
24,Tess,Lattice,0.8,7,413,NOLAB,60,229,1,4,0,225
25,Tess,Lattice,0.8,7,413,NOLAB,57,255,1,6,0,249
26,Tess,Lattice,0.8,7,413,NOLAB,6,32,1,5,0,27
27,Tess,Lattice,0.8,7,413,NOLAB,17,68,1,5,0,63
28,Tess,Lattice,0.8,7,413,NOLAB,56,237,1,6,0,231
29,Tess,Lattice,0.8,7,413,NOLAB,16,73,1,6,0,67
30,Tess,Lattice,0.8,7,413,NOLAB,61,240,1,5,0,235
31,Tess,Lattice,0.8,7,413,NOLAB,29,121,1,5,0,116
32,Tess,Lattice,0.8,7,413,NOLAB,50,215,1,4,0,211
33,Tess,Lattice,0.8,7,413,NOLAB,49,167,1,2,0,165
34,Tess,Lattice,0.8,7,413,NOLAB,34,163,1,6,0,157
35,Tess,Lattice,0.8,7,413,NOLAB,49,194,1,5,0,189
36,Tess,Lattice,0.8,7,413,NOLAB,62,282,1,5,0,277
37,Tess,Lattice,0.8,7,413,NOLAB,80,291,1,6,0,285
38,Tess,Lattice,0.8,7,413,NOLAB,1,5,1,4,0,1
39,Tess,Lattice,0.8,7,413,NOLAB,Inf,NA,NA,NA,NA,NA
40,Tess,Lattice,0.8,7,413,NOLAB,16,63,1,5,0,58
41,Tess,Lattice,0.8,7,413,NOLAB,116,431,1,6,0,425
42,Tess,Lattice,0.8,7,413,NOLAB,4,19,1,5,0,14
43,Tess,Lattice,0.8,7,413,NOLAB,11,48,1,5,0,43
44,Tess,Lattice,0.8,7,413,NOLAB,87,359,1,6,0,353
45,Tess,Lattice,0.8,7,413,NOLAB,236,796,1,6,0,790
46,Tess,Lattice,0.8,7,413,NOLAB,581,1567,1,6,0,1561
47,Tess,Lattice,0.8,7,413,NOLAB,379,1146,1,6,0,1140
48,Tess,Lattice,0.8,7,413,NOLAB,50,165,1,6,0,159
49,Tess,Lattice,0.8,7,413,NOLAB,10,35,1,5,0,30
