replica,population,network,sigma,true_model,net_size,colab_cond,first_row,first_study,orig_agents,switch_testing,extra_agents,FPTT
17,All,TOM,0.5,7,484,NOLAB,20,69,1,8,0,61
18,All,TOM,0.5,7,484,NOLAB,4,11,1,7,0,4
19,All,TOM,0.5,7,484,NOLAB,2,9,1,3,0,6
20,All,TOM,0.5,7,484,NOLAB,6,9,1,3,0,6
21,All,TOM,0.5,7,484,NOLAB,4,39,1,7,0,32
22,All,TOM,0.5,7,484,NOLAB,7,26,1,3,0,23
23,All,TOM,0.5,7,484,NOLAB,28,141,1,3,0,138
24,All,TOM,0.5,7,484,NOLAB,1,6,1,5,0,1
25,All,TOM,0.5,7,484,NOLAB,13,35,1,6,0,29
26,All,TOM,0.5,7,484,NOLAB,4,20,1,5,0,15
27,All,TOM,0.5,7,484,NOLAB,2,107,1,3,0,104
28,All,TOM,0.5,7,484,NOLAB,9,122,1,3,0,119
29,All,TOM,0.5,7,484,NOLAB,69,257,1,2,0,255
30,All,TOM,0.5,7,484,NOLAB,5,16,1,2,0,14
31,All,TOM,0.5,7,484,NOLAB,8,53,1,22,0,31
32,All,TOM,0.5,7,484,NOLAB,46,121,1,2,0,119
33,All,TOM,0.5,7,484,NOLAB,4,19,1,9,0,10
34,All,TOM,0.5,7,484,NOLAB,14,33,1,5,0,28
35,All,TOM,0.5,7,484,NOLAB,2,4,1,2,0,2
36,All,TOM,0.5,7,484,NOLAB,7,22,1,4,0,18
37,All,TOM,0.5,7,484,NOLAB,14,38,1,5,0,33
38,All,TOM,0.5,7,484,NOLAB,14,64,1,13,0,51
39,All,TOM,0.5,7,484,NOLAB,30,102,1,14,0,88
40,All,TOM,0.5,7,484,NOLAB,36,159,1,4,0,155
41,All,TOM,0.5,7,484,NOLAB,21,85,1,0,0,85
42,All,TOM,0.5,7,484,NOLAB,24,87,1,6,0,81
43,All,TOM,0.5,7,484,NOLAB,14,51,1,3,0,48
44,All,TOM,0.5,7,484,NOLAB,34,135,1,3,0,132
45,All,TOM,0.5,7,484,NOLAB,6,60,1,51,0,9
46,All,TOM,0.5,7,484,NOLAB,4,9,1,5,0,4
47,All,TOM,0.5,7,484,NOLAB,35,163,1,7,0,156
48,All,TOM,0.5,7,484,NOLAB,3,11,1,3,0,8
49,All,TOM,0.5,7,484,NOLAB,32,102,1,9,0,93
50,All,TOM,0.5,7,484,NOLAB,7,34,1,1,0,33
1,All,TOM,0.8,13,484,COLAB,1,2,1,1,0,1
2,All,TOM,0.8,13,484,COLAB,3,42,1,8,0,34
3,All,TOM,0.8,13,484,COLAB,75,478,1,10,0,468
4,All,TOM,0.8,13,484,COLAB,189,1273,10,11,9,1257.5
5,All,TOM,0.8,13,484,COLAB,103,1085,1,3,0,1082
6,All,TOM,0.8,13,484,COLAB,33,560,1,4,0,556
7,All,TOM,0.8,13,484,COLAB,116,980,1,2,0,978
8,All,TOM,0.8,13,484,COLAB,3,11,1,7,0,4
9,All,TOM,0.8,13,484,COLAB,30,210,1,1,0,209
10,All,TOM,0.8,13,484,COLAB,1,16,1,15,0,1
11,All,TOM,0.8,13,484,COLAB,189,1249,1,3,0,1246
12,All,TOM,0.8,13,484,COLAB,366,3454,1,1,0,3453
13,All,TOM,0.8,13,484,COLAB,8,32,1,8,0,24
14,All,TOM,0.8,13,484,COLAB,30,191,1,5,0,186
15,All,TOM,0.8,13,484,COLAB,49,342,1,1,0,341
16,All,TOM,0.8,13,484,COLAB,221,1992,1,1,0,1991
17,All,TOM,0.8,13,484,COLAB,14,154,1,1,0,153
18,All,TOM,0.8,13,484,COLAB,184,1844,1,1,0,1843
19,All,TOM,0.8,13,484,COLAB,63,514,1,1,0,513
20,All,TOM,0.8,13,484,COLAB,27,287,1,3,0,284
21,All,TOM,0.8,13,484,COLAB,410,2510,1,5,0,2505
22,All,TOM,0.8,13,484,COLAB,134,930,1,1,0,929
23,All,TOM,0.8,13,484,COLAB,25,245,1,4,0,241
24,All,TOM,0.8,13,484,COLAB,36,347,1,14,0,333
25,All,TOM,0.8,13,484,COLAB,1,7,1,6,0,1
26,All,TOM,0.8,13,484,COLAB,101,437,1,5,0,432
27,All,TOM,0.8,13,484,COLAB,18,166,1,1,0,165
28,All,TOM,0.8,13,484,COLAB,221,1909,1,7,0,1902
29,All,TOM,0.8,13,484,COLAB,347,2304,1,4,0,2300
30,All,TOM,0.8,13,484,COLAB,9,162,1,8,0,154
31,All,TOM,0.8,13,484,COLAB,38,167,1,4,0,163
32,All,TOM,0.8,13,484,COLAB,86,1386,10,2,9,1379.5
33,All,TOM,0.8,13,484,COLAB,39,162,1,3,0,159
34,All,TOM,0.8,13,484,COLAB,3,11,1,7,0,4
35,All,TOM,0.8,13,484,COLAB,29,193,1,1,0,192
36,All,TOM,0.8,13,484,COLAB,136,871,1,2,0,869
37,All,TOM,0.8,13,484,COLAB,581,3594,1,1,0,3593
38,All,TOM,0.8,13,484,COLAB,11,34,1,4,0,30
39,All,TOM,0.8,13,484,COLAB,35,229,1,3,0,226
40,All,TOM,0.8,13,484,COLAB,63,436,10,13,9,418.5
41,All,TOM,0.8,13,484,COLAB,45,427,1,6,0,421
42,All,TOM,0.8,13,484,COLAB,344,2463,1,0,0,2463
43,All,TOM,0.8,13,484,COLAB,52,392,1,3,0,389
44,All,TOM,0.8,13,484,COLAB,582,4095,1,4,0,4091
45,All,TOM,0.8,13,484,COLAB,151,1623,1,2,0,1621
46,All,TOM,0.8,13,484,COLAB,41,311,1,6,0,305
47,All,TOM,0.8,13,484,COLAB,2,6,1,4,0,2
48,All,TOM,0.8,13,484,COLAB,16,220,10,13,9,202.5
49,All,TOM,0.8,13,484,COLAB,192,1389,1,3,0,1386
50,All,TOM,0.8,13,484,COLAB,127,926,10,6,9,915.5
1,All,TOM,0.8,13,484,NOLAB,1,2,1,1,0,1
2,All,TOM,0.8,13,484,NOLAB,3,42,1,8,0,34
3,All,TOM,0.8,13,484,NOLAB,183,642,1,1,0,641
4,All,TOM,0.8,13,484,NOLAB,100,394,1,16,0,378
5,All,TOM,0.8,13,484,NOLAB,11,41,1,16,0,25
6,All,TOM,0.8,13,484,NOLAB,63,208,1,7,0,201
7,All,TOM,0.8,13,484,NOLAB,23,111,1,8,0,103
8,All,TOM,0.8,13,484,NOLAB,3,11,1,7,0,4
9,All,TOM,0.8,13,484,NOLAB,30,140,1,1,0,139
10,All,TOM,0.8,13,484,NOLAB,1,16,1,15,0,1
11,All,TOM,0.8,13,484,NOLAB,8,39,1,2,0,37
12,All,TOM,0.8,13,484,NOLAB,15,65,1,7,0,58
13,All,TOM,0.8,13,484,NOLAB,10,42,1,17,0,25
14,All,TOM,0.8,13,484,NOLAB,94,290,1,1,0,289
15,All,TOM,0.8,13,484,NOLAB,49,148,1,1,0,147
16,All,TOM,0.8,13,484,NOLAB,28,99,1,2,0,97
17,All,TOM,0.8,13,484,NOLAB,8,66,1,5,0,61
18,All,TOM,0.8,13,484,NOLAB,165,590,1,3,0,587
19,All,TOM,0.8,13,484,NOLAB,71,271,1,9,0,262
20,All,TOM,0.8,13,484,NOLAB,28,72,1,1,0,71
21,All,TOM,0.8,13,484,NOLAB,44,153,1,3,0,150
22,All,TOM,0.8,13,484,NOLAB,60,256,1,3,0,253
23,All,TOM,0.8,13,484,NOLAB,19,98,1,3,0,95
24,All,TOM,0.8,13,484,NOLAB,136,510,1,5,0,505
25,All,TOM,0.8,13,484,NOLAB,1,7,1,6,0,1
26,All,TOM,0.8,13,484,NOLAB,22,88,1,5,0,83
27,All,TOM,0.8,13,484,NOLAB,18,167,1,1,0,166
28,All,TOM,0.8,13,484,NOLAB,24,77,1,4,0,73
29,All,TOM,0.8,13,484,NOLAB,34,122,1,4,0,118
30,All,TOM,0.8,13,484,NOLAB,31,202,1,2,0,200
31,All,TOM,0.8,13,484,NOLAB,36,180,1,5,0,175
32,All,TOM,0.8,13,484,NOLAB,21,40,1,1,0,39
33,All,TOM,0.8,13,484,NOLAB,21,83,1,5,0,78
34,All,TOM,0.8,13,484,NOLAB,3,11,1,7,0,4
35,All,TOM,0.8,13,484,NOLAB,39,142,1,14,0,128
36,All,TOM,0.8,13,484,NOLAB,16,62,1,3,0,59
37,All,TOM,0.8,13,484,NOLAB,71,307,1,7,0,300
38,All,TOM,0.8,13,484,NOLAB,11,21,1,4,0,17
39,All,TOM,0.8,13,484,NOLAB,87,311,1,3,0,308
40,All,TOM,0.8,13,484,NOLAB,10,79,1,42,0,37
41,All,TOM,0.8,13,484,NOLAB,13,52,1,4,0,48
42,All,TOM,0.8,13,484,NOLAB,6,15,1,3,0,12
43,All,TOM,0.8,13,484,NOLAB,25,85,1,2,0,83
44,All,TOM,0.8,13,484,NOLAB,319,928,1,6,0,922
45,All,TOM,0.8,13,484,NOLAB,120,409,1,2,0,407
46,All,TOM,0.8,13,484,NOLAB,34,206,1,8,0,198
47,All,TOM,0.8,13,484,NOLAB,2,6,1,4,0,2
48,All,TOM,0.8,13,484,NOLAB,185,560,1,4,0,556
49,All,TOM,0.8,13,484,NOLAB,62,276,1,3,0,273
50,All,TOM,0.8,13,484,NOLAB,14,21,1,0,0,21
1,All,TOM,0.8,2,484,COLAB,10,49,1,8,0,41
2,All,TOM,0.8,2,484,COLAB,10,40,1,3,0,37
3,All,TOM,0.8,2,484,COLAB,6,10,1,2,0,8
4,All,TOM,0.8,2,484,COLAB,32,268,1,4,0,264
5,All,TOM,0.8,2,484,COLAB,2,37,1,35,0,2
6,All,TOM,0.8,2,484,COLAB,3,78,10,65,9,8.5
7,All,TOM,0.8,2,484,COLAB,2,27,1,17,0,10
8,All,TOM,0.8,2,484,COLAB,4,274,1,6,0,268
9,All,TOM,0.8,2,484,COLAB,3,23,1,4,0,19
10,All,TOM,0.8,2,484,COLAB,6,23,1,2,0,21
11,All,TOM,0.8,2,484,COLAB,3,12,1,9,0,3
12,All,TOM,0.8,2,484,COLAB,8,56,1,3,0,53
13,All,TOM,0.8,2,484,COLAB,2,11,1,6,0,5
14,All,TOM,0.8,2,484,COLAB,14,42,1,7,0,35
15,All,TOM,0.8,2,484,COLAB,10,49,10,17,9,27.5
16,All,TOM,0.8,2,484,COLAB,3,17,1,12,0,5
17,All,TOM,0.8,2,484,COLAB,3,50,1,1,0,49
18,All,TOM,0.8,2,484,COLAB,40,202,1,2,0,200
19,All,TOM,0.8,2,484,COLAB,14,97,1,8,0,89
20,All,TOM,0.8,2,484,COLAB,6,88,1,3,0,85
21,All,TOM,0.8,2,484,COLAB,2,5,1,3,0,2
22,All,TOM,0.8,2,484,COLAB,71,1091,10,249,9,837.5
23,All,TOM,0.8,2,484,COLAB,1,4,1,3,0,1
24,All,TOM,0.8,2,484,COLAB,2,5,1,3,0,2
25,All,TOM,0.8,2,484,COLAB,19,135,1,13,0,122
26,All,TOM,0.8,2,484,COLAB,2,21,1,10,0,11
27,All,TOM,0.8,2,484,COLAB,47,992,1,5,0,987
28,All,TOM,0.8,2,484,COLAB,12,136,1,2,0,134
29,All,TOM,0.8,2,484,COLAB,10,93,1,1,0,92
30,All,TOM,0.8,2,484,COLAB,44,277,1,4,0,273
31,All,TOM,0.8,2,484,COLAB,3,25,1,21,0,4
32,All,TOM,0.8,2,484,COLAB,9,156,1,7,0,149
33,All,TOM,0.8,2,484,COLAB,8,20,1,1,0,19
34,All,TOM,0.8,2,484,COLAB,4,274,1,6,0,268
35,All,TOM,0.8,2,484,COLAB,6,72,1,52,0,20
36,All,TOM,0.8,2,484,COLAB,1,2,1,1,0,1
37,All,TOM,0.8,2,484,COLAB,23,309,1,7,0,302
38,All,TOM,0.8,2,484,COLAB,8,35,1,4,0,31
39,All,TOM,0.8,2,484,COLAB,6,122,1,6,0,116
40,All,TOM,0.8,2,484,COLAB,3,9,1,5,0,4
41,All,TOM,0.8,2,484,COLAB,32,184,1,1,0,183
42,All,TOM,0.8,2,484,COLAB,8,190,10,122,9,63.5
43,All,TOM,0.8,2,484,COLAB,28,115,1,4,0,111
44,All,TOM,0.8,2,484,COLAB,6,93,1,11,0,82
45,All,TOM,0.8,2,484,COLAB,25,160,1,7,0,153
46,All,TOM,0.8,2,484,COLAB,18,159,1,4,0,155
47,All,TOM,0.8,2,484,COLAB,23,82,1,3,0,79
48,All,TOM,0.8,2,484,COLAB,8,131,1,13,0,118
49,All,TOM,0.8,2,484,COLAB,29,386,1,10,0,376
50,All,TOM,0.8,2,484,COLAB,2,15,1,13,0,2
1,All,TOM,0.8,2,484,NOLAB,10,49,1,8,0,41
2,All,TOM,0.8,2,484,NOLAB,10,40,1,3,0,37
3,All,TOM,0.8,2,484,NOLAB,6,10,1,2,0,8
4,All,TOM,0.8,2,484,NOLAB,15,43,1,1,0,42
5,All,TOM,0.8,2,484,NOLAB,2,37,1,35,0,2
6,All,TOM,0.8,2,484,NOLAB,4,8,1,3,0,5
7,All,TOM,0.8,2,484,NOLAB,2,27,1,17,0,10
8,All,TOM,0.8,2,484,NOLAB,7,21,1,6,0,15
9,All,TOM,0.8,2,484,NOLAB,3,23,1,4,0,19
10,All,TOM,0.8,2,484,NOLAB,6,23,1,2,0,21
11,All,TOM,0.8,2,484,NOLAB,3,12,1,9,0,3
12,All,TOM,0.8,2,484,NOLAB,8,56,1,3,0,53
13,All,TOM,0.8,2,484,NOLAB,2,11,1,6,0,5
14,All,TOM,0.8,2,484,NOLAB,18,55,1,5,0,50
15,All,TOM,0.8,2,484,NOLAB,31,81,1,4,0,77
16,All,TOM,0.8,2,484,NOLAB,3,17,1,12,0,5
17,All,TOM,0.8,2,484,NOLAB,3,50,1,1,0,49
18,All,TOM,0.8,2,484,NOLAB,33,149,1,2,0,147
19,All,TOM,0.8,2,484,NOLAB,75,258,1,10,0,248
20,All,TOM,0.8,2,484,NOLAB,29,143,1,1,0,142
21,All,TOM,0.8,2,484,NOLAB,2,5,1,3,0,2
22,All,TOM,0.8,2,484,NOLAB,4,6,1,1,0,5
23,All,TOM,0.8,2,484,NOLAB,1,4,1,3,0,1
24,All,TOM,0.8,2,484,NOLAB,2,5,1,3,0,2
25,All,TOM,0.8,2,484,NOLAB,40,98,1,7,0,91
26,All,TOM,0.8,2,484,NOLAB,2,21,1,10,0,11
27,All,TOM,0.8,2,484,NOLAB,12,141,1,2,0,139
28,All,TOM,0.8,2,484,NOLAB,12,136,1,2,0,134
29,All,TOM,0.8,2,484,NOLAB,7,31,1,7,0,24
30,All,TOM,0.8,2,484,NOLAB,50,269,1,1,0,268
31,All,TOM,0.8,2,484,NOLAB,3,25,1,21,0,4
32,All,TOM,0.8,2,484,NOLAB,10,22,1,5,0,17
33,All,TOM,0.8,2,484,NOLAB,8,20,1,1,0,19
34,All,TOM,0.8,2,484,NOLAB,7,21,1,6,0,15
35,All,TOM,0.8,2,484,NOLAB,20,47,1,0,0,47
36,All,TOM,0.8,2,484,NOLAB,1,2,1,1,0,1
37,All,TOM,0.8,2,484,NOLAB,10,28,1,1,0,27
38,All,TOM,0.8,2,484,NOLAB,2,5,1,0,0,5
39,All,TOM,0.8,2,484,NOLAB,11,181,1,144,0,37
40,All,TOM,0.8,2,484,NOLAB,3,9,1,5,0,4
41,All,TOM,0.8,2,484,NOLAB,37,130,1,5,0,125
42,All,TOM,0.8,2,484,NOLAB,54,242,1,4,0,238
43,All,TOM,0.8,2,484,NOLAB,11,42,1,4,0,38
44,All,TOM,0.8,2,484,NOLAB,6,93,1,11,0,82
45,All,TOM,0.8,2,484,NOLAB,6,64,1,52,0,12
46,All,TOM,0.8,2,484,NOLAB,40,157,1,10,0,147
47,All,TOM,0.8,2,484,NOLAB,23,82,1,3,0,79
48,All,TOM,0.8,2,484,NOLAB,5,11,1,6,0,5
49,All,TOM,0.8,2,484,NOLAB,40,184,1,8,0,176
50,All,TOM,0.8,2,484,NOLAB,2,15,1,13,0,2
1,All,TOM,0.8,7,484,COLAB,130,1313,10,146,9,1162.5
2,All,TOM,0.8,7,484,COLAB,7,51,1,4,0,47
3,All,TOM,0.8,7,484,COLAB,16,151,1,1,0,150
4,All,TOM,0.8,7,484,COLAB,24,120,1,1,0,119
5,All,TOM,0.8,7,484,COLAB,5,57,10,2,9,50.5
6,All,TOM,0.8,7,484,COLAB,2,7,1,5,0,2
7,All,TOM,0.8,7,484,COLAB,39,403,1,0,0,403
8,All,TOM,0.8,7,484,COLAB,46,618,1,3,0,615
9,All,TOM,0.8,7,484,COLAB,91,1190,10,140,9,1045.5
10,All,TOM,0.8,7,484,COLAB,68,480,1,2,0,478
11,All,TOM,0.8,7,484,COLAB,18,176,1,2,0,174
12,All,TOM,0.8,7,484,COLAB,1,6,1,5,0,1
13,All,TOM,0.8,7,484,COLAB,2,12,1,7,0,5
14,All,TOM,0.8,7,484,COLAB,18,342,1,5,0,337
15,All,TOM,0.8,7,484,COLAB,86,519,1,18,0,501
16,All,TOM,0.8,7,484,COLAB,29,287,1,8,0,279
17,All,TOM,0.8,7,484,COLAB,33,435,1,3,0,432
18,All,TOM,0.8,7,484,COLAB,468,3280,1,29,0,3251
19,All,TOM,0.8,7,484,COLAB,2,9,1,3,0,6
20,All,TOM,0.8,7,484,COLAB,6,9,1,3,0,6
21,All,TOM,0.8,7,484,COLAB,23,275,1,1,0,274
22,All,TOM,0.8,7,484,COLAB,6,98,1,4,0,94
23,All,TOM,0.8,7,484,COLAB,87,421,1,3,0,418
24,All,TOM,0.8,7,484,COLAB,20,252,1,10,0,242
25,All,TOM,0.8,7,484,COLAB,16,256,10,171,9,80.5
26,All,TOM,0.8,7,484,COLAB,16,219,1,4,0,215
27,All,TOM,0.8,7,484,COLAB,5,124,1,2,0,122
28,All,TOM,0.8,7,484,COLAB,8,266,1,102,0,164
29,All,TOM,0.8,7,484,COLAB,1,1,1,0,0,1
30,All,TOM,0.8,7,484,COLAB,21,267,1,2,0,265
31,All,TOM,0.8,7,484,COLAB,167,2349,1,5,0,2344
32,All,TOM,0.8,7,484,COLAB,15,178,1,6,0,172
33,All,TOM,0.8,7,484,COLAB,516,4153,10,86,9,4062.5
34,All,TOM,0.8,7,484,COLAB,46,618,1,3,0,615
35,All,TOM,0.8,7,484,COLAB,3,19,1,15,0,4
36,All,TOM,0.8,7,484,COLAB,2,4,1,2,0,2
37,All,TOM,0.8,7,484,COLAB,63,574,1,4,0,570
38,All,TOM,0.8,7,484,COLAB,196,1585,1,7,0,1578
39,All,TOM,0.8,7,484,COLAB,25,490,1,1,0,489
40,All,TOM,0.8,7,484,COLAB,160,1006,1,0,0,1006
41,All,TOM,0.8,7,484,COLAB,7,22,1,11,0,11
42,All,TOM,0.8,7,484,COLAB,60,738,1,2,0,736
43,All,TOM,0.8,7,484,COLAB,3,34,10,22,9,7.5
44,All,TOM,0.8,7,484,COLAB,9,62,1,6,0,56
45,All,TOM,0.8,7,484,COLAB,34,208,1,3,0,205
46,All,TOM,0.8,7,484,COLAB,34,230,1,7,0,223
47,All,TOM,0.8,7,484,COLAB,7,26,1,8,0,18
48,All,TOM,0.8,7,484,COLAB,8,50,1,14,0,36
49,All,TOM,0.8,7,484,COLAB,26,345,1,11,0,334
50,All,TOM,0.8,7,484,COLAB,7,24,1,1,0,23
1,All,TOM,0.8,7,484,NOLAB,30,224,1,8,0,216
2,All,TOM,0.8,7,484,NOLAB,7,51,1,4,0,47
3,All,TOM,0.8,7,484,NOLAB,27,122,1,0,0,122
4,All,TOM,0.8,7,484,NOLAB,24,120,1,1,0,119
5,All,TOM,0.8,7,484,NOLAB,5,47,1,1,0,46
6,All,TOM,0.8,7,484,NOLAB,2,7,1,5,0,2
7,All,TOM,0.8,7,484,NOLAB,7,23,1,7,0,16
8,All,TOM,0.8,7,484,NOLAB,17,51,1,2,0,49
9,All,TOM,0.8,7,484,NOLAB,22,113,1,7,0,106
10,All,TOM,0.8,7,484,NOLAB,73,316,1,4,0,312
11,All,TOM,0.8,7,484,NOLAB,31,96,1,1,0,95
12,All,TOM,0.8,7,484,NOLAB,1,6,1,5,0,1
13,All,TOM,0.8,7,484,NOLAB,2,12,1,7,0,5
14,All,TOM,0.8,7,484,NOLAB,8,41,1,4,0,37
15,All,TOM,0.8,7,484,NOLAB,86,335,1,18,0,317
16,All,TOM,0.8,7,484,NOLAB,127,464,1,2,0,462
17,All,TOM,0.8,7,484,NOLAB,263,891,1,1,0,890
18,All,TOM,0.8,7,484,NOLAB,20,50,1,7,0,43
19,All,TOM,0.8,7,484,NOLAB,2,9,1,3,0,6
20,All,TOM,0.8,7,484,NOLAB,6,9,1,3,0,6
21,All,TOM,0.8,7,484,NOLAB,23,251,1,1,0,250
22,All,TOM,0.8,7,484,NOLAB,27,85,1,10,0,75
23,All,TOM,0.8,7,484,NOLAB,28,98,1,3,0,95
24,All,TOM,0.8,7,484,NOLAB,5,11,1,6,0,5
25,All,TOM,0.8,7,484,NOLAB,27,83,1,1,0,82
26,All,TOM,0.8,7,484,NOLAB,30,114,1,2,0,112
27,All,TOM,0.8,7,484,NOLAB,102,460,1,16,0,444
28,All,TOM,0.8,7,484,NOLAB,41,149,1,10,0,139
29,All,TOM,0.8,7,484,NOLAB,1,1,1,0,0,1
30,All,TOM,0.8,7,484,NOLAB,17,148,1,1,0,147
31,All,TOM,0.8,7,484,NOLAB,190,565,1,1,0,564
32,All,TOM,0.8,7,484,NOLAB,44,129,1,4,0,125
33,All,TOM,0.8,7,484,NOLAB,80,351,1,3,0,348
34,All,TOM,0.8,7,484,NOLAB,17,51,1,2,0,49
35,All,TOM,0.8,7,484,NOLAB,3,19,1,15,0,4
36,All,TOM,0.8,7,484,NOLAB,2,4,1,2,0,2
37,All,TOM,0.8,7,484,NOLAB,31,81,1,11,0,70
38,All,TOM,0.8,7,484,NOLAB,34,158,1,17,0,141
39,All,TOM,0.8,7,484,NOLAB,18,91,1,2,0,89
40,All,TOM,0.8,7,484,NOLAB,116,546,1,5,0,541
41,All,TOM,0.8,7,484,NOLAB,7,22,1,11,0,11
42,All,TOM,0.8,7,484,NOLAB,87,285,1,4,0,281
43,All,TOM,0.8,7,484,NOLAB,14,50,1,3,0,47
44,All,TOM,0.8,7,484,NOLAB,59,267,1,4,0,263
45,All,TOM,0.8,7,484,NOLAB,14,51,1,14,0,37
46,All,TOM,0.8,7,484,NOLAB,48,302,1,2,0,300
47,All,TOM,0.8,7,484,NOLAB,7,26,1,8,0,18
48,All,TOM,0.8,7,484,NOLAB,8,50,1,14,0,36
49,All,TOM,0.8,7,484,NOLAB,7,31,1,4,0,27
50,All,TOM,0.8,7,484,NOLAB,7,24,1,1,0,23
1,Bo,TOM,0.2,13,484,COLAB,1,2,1,1,0,1
2,Bo,TOM,0.2,13,484,COLAB,38,388,1,4,0,384
3,Bo,TOM,0.2,13,484,COLAB,20,188,1,3,0,185
4,Bo,TOM,0.2,13,484,COLAB,21,82,1,22,0,60
5,Bo,TOM,0.2,13,484,COLAB,3,60,1,9,0,51
6,Bo,TOM,0.2,13,484,COLAB,5,218,1,9,0,209
7,Bo,TOM,0.2,13,484,COLAB,4,134,10,102,9,27.5
8,Bo,TOM,0.2,13,484,COLAB,3,217,10,205,9,7.5
9,Bo,TOM,0.2,13,484,COLAB,3,10,1,4,0,6
10,Bo,TOM,0.2,13,484,COLAB,2,6,1,4,0,2
11,Bo,TOM,0.2,13,484,COLAB,4,23,1,3,0,20
12,Bo,TOM,0.2,13,484,COLAB,9,318,1,5,0,313
13,Bo,TOM,0.2,13,484,COLAB,10,224,1,18,0,206
14,Bo,TOM,0.2,13,484,COLAB,1,1,1,0,0,1
15,Bo,TOM,0.2,13,484,COLAB,2,3,1,1,0,2
16,Bo,TOM,0.2,13,484,COLAB,3,21,1,14,0,7
17,Bo,TOM,0.2,13,484,COLAB,3,6,1,2,0,4
18,Bo,TOM,0.2,13,484,COLAB,10,135,1,5,0,130
19,Bo,TOM,0.2,13,484,COLAB,11,109,1,7,0,102
20,Bo,TOM,0.2,13,484,COLAB,27,224,1,3,0,221
21,Bo,TOM,0.2,13,484,COLAB,22,336,10,191,9,140.5
22,Bo,TOM,0.2,13,484,COLAB,5,130,10,111,9,14.5
23,Bo,TOM,0.2,13,484,COLAB,4,49,1,45,0,4
24,Bo,TOM,0.2,13,484,COLAB,17,282,1,3,0,279
25,Bo,TOM,0.2,13,484,COLAB,1,7,1,6,0,1
26,Bo,TOM,0.2,13,484,COLAB,2,85,10,70,9,10.5
27,Bo,TOM,0.2,13,484,COLAB,4,30,1,17,0,13
28,Bo,TOM,0.2,13,484,COLAB,1,4,1,3,0,1
29,Bo,TOM,0.2,13,484,COLAB,9,17,1,4,0,13
30,Bo,TOM,0.2,13,484,COLAB,3,5,1,2,0,3
31,Bo,TOM,0.2,13,484,COLAB,16,130,1,6,0,124
32,Bo,TOM,0.2,13,484,COLAB,18,212,1,14,0,198
33,Bo,TOM,0.2,13,484,COLAB,4,55,1,9,0,46
34,Bo,TOM,0.2,13,484,COLAB,3,217,10,205,9,7.5
35,Bo,TOM,0.2,13,484,COLAB,1,5,1,4,0,1
36,Bo,TOM,0.2,13,484,COLAB,7,192,1,0,0,192
37,Bo,TOM,0.2,13,484,COLAB,7,274,10,205,9,64.5
38,Bo,TOM,0.2,13,484,COLAB,3,4,1,1,0,3
39,Bo,TOM,0.2,13,484,COLAB,5,37,1,9,0,28
40,Bo,TOM,0.2,13,484,COLAB,40,193,1,4,0,189
41,Bo,TOM,0.2,13,484,COLAB,2,5,1,2,0,3
42,Bo,TOM,0.2,13,484,COLAB,2,82,1,5,0,77
43,Bo,TOM,0.2,13,484,COLAB,2,4,1,1,0,3
44,Bo,TOM,0.2,13,484,COLAB,5,11,1,4,0,7
45,Bo,TOM,0.2,13,484,COLAB,9,64,1,2,0,62
46,Bo,TOM,0.2,13,484,COLAB,18,126,10,40,9,81.5
47,Bo,TOM,0.2,13,484,COLAB,11,55,1,3,0,52
48,Bo,TOM,0.2,13,484,COLAB,4,17,1,12,0,5
49,Bo,TOM,0.2,13,484,COLAB,24,214,1,0,0,214
50,Bo,TOM,0.2,13,484,COLAB,11,322,10,234,9,83.5
1,Bo,TOM,0.2,13,484,NOLAB,1,2,1,1,0,1
2,Bo,TOM,0.2,13,484,NOLAB,7,41,1,4,0,37
3,Bo,TOM,0.2,13,484,NOLAB,22,66,1,2,0,64
4,Bo,TOM,0.2,13,484,NOLAB,9,23,1,5,0,18
5,Bo,TOM,0.2,13,484,NOLAB,20,76,1,2,0,74
6,Bo,TOM,0.2,13,484,NOLAB,17,46,1,4,0,42
7,Bo,TOM,0.2,13,484,NOLAB,28,130,1,2,0,128
8,Bo,TOM,0.2,13,484,NOLAB,13,19,1,0,0,19
9,Bo,TOM,0.2,13,484,NOLAB,3,10,1,4,0,6
10,Bo,TOM,0.2,13,484,NOLAB,2,6,1,4,0,2
11,Bo,TOM,0.2,13,484,NOLAB,4,23,1,3,0,20
12,Bo,TOM,0.2,13,484,NOLAB,9,26,1,5,0,21
13,Bo,TOM,0.2,13,484,NOLAB,5,17,1,3,0,14
14,Bo,TOM,0.2,13,484,NOLAB,1,1,1,0,0,1
15,Bo,TOM,0.2,13,484,NOLAB,2,3,1,1,0,2
16,Bo,TOM,0.2,13,484,NOLAB,3,21,1,14,0,7
17,Bo,TOM,0.2,13,484,NOLAB,3,6,1,2,0,4
18,Bo,TOM,0.2,13,484,NOLAB,13,86,1,5,0,81
19,Bo,TOM,0.2,13,484,NOLAB,12,29,1,3,0,26
20,Bo,TOM,0.2,13,484,NOLAB,33,143,1,1,0,142
21,Bo,TOM,0.2,13,484,NOLAB,31,139,1,4,0,135
22,Bo,TOM,0.2,13,484,NOLAB,28,82,1,7,0,75
23,Bo,TOM,0.2,13,484,NOLAB,4,49,1,45,0,4
24,Bo,TOM,0.2,13,484,NOLAB,34,189,1,2,0,187
