replica,sigma,population,network,true_model,net_size,colab_cond,stickiness_agent,stickiness_switch,stickiness_overall
31,0.2,All,Lattice,7,413,NOLAB,0.9259182402988172,0.8014440433212997,0.8867093105899077
32,0.2,All,Lattice,7,413,NOLAB,0.9160983674312875,0.8168715557439593,0.883578771881078
33,0.2,All,Lattice,7,413,NOLAB,0.9177489177489178,0.8156354515050167,0.8840259560955406
34,0.2,All,Lattice,7,413,NOLAB,0.9148068669527897,0.8127972330306961,0.8809694536067689
35,0.2,All,Lattice,7,413,NOLAB,0.9258037922506183,0.7990610328638498,0.8871383557719851
36,0.2,All,Lattice,7,413,NOLAB,0.9249125694301584,0.8020928116469518,0.8866694999291684
37,0.2,All,Lattice,7,413,NOLAB,0.9246323529411765,0.8035071942446044,0.8867977528089888
38,0.2,All,Lattice,7,413,NOLAB,0.9278592375366569,0.7900452488687782,0.8862798634812287
39,0.2,All,Lattice,7,413,NOLAB,0.9210053859964094,0.8106483469300129,0.8859983655679651
40,0.2,All,Lattice,7,413,NOLAB,0.9246353322528363,0.7920393559928444,0.8832961517010597
41,0.2,All,Lattice,7,413,NOLAB,0.925348305260969,0.8144796380090498,0.8904402336515174
42,0.2,All,Lattice,7,413,NOLAB,0.9188423396073669,0.8095238095238095,0.8838008800880088
43,0.2,All,Lattice,7,413,NOLAB,0.9270455461507456,0.808256880733945,0.8907868944273313
44,0.2,All,Lattice,7,413,NOLAB,0.9216478190630049,0.8065630397236615,0.8849752339020364
45,0.2,All,Lattice,7,413,NOLAB,0.9256826113734347,0.8003646308113035,0.886765746638358
46,0.2,All,Lattice,7,413,NOLAB,0.9214428857715431,0.7947598253275109,0.8815934065934066
47,0.2,All,Lattice,7,413,NOLAB,0.9220995625911268,0.7991967871485943,0.8829877875603522
48,0.2,All,Lattice,7,413,NOLAB,0.9118997912317328,0.827922077922078,0.8833746898263027
49,0.2,All,Lattice,7,413,NOLAB,0.9218106995884774,0.7927046263345195,0.8809791783905458
50,0.2,All,Lattice,7,413,NOLAB,0.9152866242038217,0.7897435897435897,0.8736170212765957
1,0.2,All,Lattice,13,484,COLAB,0.9374057315233786,0.7287197231833911,0.8638027825237979
2,0.2,All,Lattice,13,484,COLAB,0.9406193078324225,0.7393808495320374,0.8730043541364296
3,0.2,All,Lattice,13,484,COLAB,0.9422867513611615,0.7361918604651163,0.8736383442265795
4,0.2,All,Lattice,13,484,COLAB,0.9294421869227928,0.772289156626506,0.8697046027020838
5,0.2,All,Lattice,13,484,COLAB,0.9368758915834522,0.7342342342342343,0.864616796695732
6,0.2,All,Lattice,13,484,COLAB,0.9496813149949681,0.7009202453987731,0.8739789964994166
7,0.2,All,Lattice,13,484,COLAB,0.9243144424131627,0.6921697549312612,0.8362068965517242
8,0.2,All,Lattice,13,484,COLAB,0.9376482548288716,0.7525354969574036,0.8758465011286681
9,0.2,All,Lattice,13,484,COLAB,0.9395248380129589,0.7475035663338088,0.8751196172248804
10,0.2,All,Lattice,13,484,COLAB,0.9396067415730337,0.7273982056590752,0.868047474982546
11,0.2,All,Lattice,13,484,COLAB,0.9388423734983619,0.7533952823445318,0.8762662807525325
12,0.2,All,Lattice,13,484,COLAB,0.9442934782608696,0.7347232207045291,0.8770472895040369
13,0.2,All,Lattice,13,484,COLAB,0.9302493675460788,0.7362428842504745,0.859705611775529
14,0.2,All,Lattice,13,484,COLAB,0.9341549295774648,0.7177677998717127,0.8574676062741532
15,0.2,All,Lattice,13,484,COLAB,0.9294456443484521,0.7140090380890898,0.8523226253755489
16,0.2,All,Lattice,13,484,COLAB,0.9269642198450756,0.7469362745098039,0.8593138383605803
17,0.2,All,Lattice,13,484,COLAB,0.9355203619909502,0.7291960507757405,0.8636363636363636
18,0.2,All,Lattice,13,484,COLAB,0.9371022089105204,0.75,0.870161096417408
19,0.2,All,Lattice,13,484,COLAB,0.9363669996300407,0.7557093425605537,0.8734329797492768
20,0.2,All,Lattice,13,484,COLAB,0.9379386775027706,0.7554585152838428,0.8700696055684455
21,0.2,All,Lattice,13,484,COLAB,0.9441301272984441,0.7216850828729282,0.8688026192703461
22,0.2,All,Lattice,13,484,COLAB,0.9519945909398242,0.7024729520865534,0.8760583254938852
23,0.2,All,Lattice,13,484,COLAB,0.9397176650133536,0.7251542152159013,0.8629901960784314
24,0.2,All,Lattice,13,484,COLAB,0.9265338022665104,0.7233774417139256,0.8487698986975398
25,0.2,All,Lattice,13,484,COLAB,0.9271863870201821,0.7297817715019255,0.8518971848225214
26,0.2,All,Lattice,13,484,COLAB,0.9393501805054152,0.7043979812545061,0.860957421217224
27,0.2,All,Lattice,13,484,COLAB,0.9418645870258774,0.6950354609929078,0.859607657764122
28,0.2,All,Lattice,13,484,COLAB,0.9361170592433976,0.7626229508196721,0.8749711116246822
29,0.2,All,Lattice,13,484,COLAB,0.9401300034211426,0.729525120440468,0.870201096892139
30,0.2,All,Lattice,13,484,COLAB,0.944019471488178,0.7540294323756132,0.881013246572159
31,0.2,All,Lattice,13,484,COLAB,0.9365671641791045,0.7282535401213757,0.8623588758107135
32,0.2,All,Lattice,13,484,COLAB,0.941240086517664,0.7416787264833575,0.8748796920115496
33,0.2,All,Lattice,13,484,COLAB,0.9278625954198473,0.7488789237668161,0.8610380291796221
34,0.2,All,Lattice,13,484,COLAB,0.9376482548288716,0.7525354969574036,0.8758465011286681
35,0.2,All,Lattice,13,484,COLAB,0.9348142753095412,0.7193320488118176,0.8568440622821287
36,0.2,All,Lattice,13,484,COLAB,0.9423352435530086,0.7527272727272727,0.8797696184305256
37,0.2,All,Lattice,13,484,COLAB,0.9331880900508351,0.7402862985685071,0.8661454631603885
38,0.2,All,Lattice,13,484,COLAB,0.9392150052101425,0.7476190476190476,0.8744538974476891
39,0.2,All,Lattice,13,484,COLAB,0.9401769911504425,0.7210743801652892,0.8657937806873977
40,0.2,All,Lattice,13,484,COLAB,0.9360402443406396,0.7473614775725594,0.8695045359385903
41,0.2,All,Lattice,13,484,COLAB,0.9356831395348837,0.7367038739330269,0.8647953216374269
42,0.2,All,Lattice,13,484,COLAB,0.93688293370945,0.7778493238892467,0.8806106174527227
43,0.2,All,Lattice,13,484,COLAB,0.9396405561207188,0.7133152173913043,0.8642840986202217
44,0.2,All,Lattice,13,484,COLAB,0.9373177842565598,0.738045738045738,0.8686410317649869
45,0.2,All,Lattice,13,484,COLAB,0.9471516815374056,0.7470059880239521,0.884235294117647
46,0.2,All,Lattice,13,484,COLAB,0.9259117082533589,0.7324999999999999,0.8523186682520809
47,0.2,All,Lattice,13,484,COLAB,0.9211045364891519,0.7489807804309843,0.8515992474129821
48,0.2,All,Lattice,13,484,COLAB,0.9285159285159286,0.7132307692307692,0.8452012383900929
49,0.2,All,Lattice,13,484,COLAB,0.9308846761453397,0.7281680892974393,0.854747225647349
50,0.2,All,Lattice,13,484,COLAB,0.9360443622920518,0.7289325842696629,0.8646161298135142
1,0.2,All,Lattice,13,484,NOLAB,0.9302127659574468,0.754502740798747,0.8683484973807555
2,0.2,All,Lattice,13,484,NOLAB,0.9354568315171836,0.7454620462046204,0.8714563646470261
3,0.2,All,Lattice,13,484,NOLAB,0.9330406147091108,0.7295855560114896,0.8621281464530892
4,0.2,All,Lattice,13,484,NOLAB,0.938973063973064,0.7354379724321921,0.873589487216112
5,0.2,All,Lattice,13,484,NOLAB,0.9377191173437822,0.7405562474055625,0.8722788647010196
6,0.2,All,Lattice,13,484,NOLAB,0.9349766255843603,0.7236524537409493,0.8619299221357064
7,0.2,All,Lattice,13,484,NOLAB,0.9373383727869504,0.7547393364928909,0.8761740971027914
8,0.2,All,Lattice,13,484,NOLAB,0.9322622666087712,0.7313314895298302,0.8610060249404512
9,0.2,All,Lattice,13,484,NOLAB,0.9363867684478372,0.6987234042553192,0.8573450325502405
10,0.2,All,Lattice,13,484,NOLAB,0.9361015490533563,0.7346760070052539,0.869734564339296
11,0.2,All,Lattice,13,484,NOLAB,0.9458585858585858,0.7089518668466037,0.8724383103304056
12,0.2,All,Lattice,13,484,NOLAB,0.9341216216216216,0.729192042224929,0.8640088901236282
13,0.2,All,Lattice,13,484,NOLAB,0.9376688136297527,0.7181663837011885,0.8655321523224997
14,0.2,All,Lattice,13,484,NOLAB,0.934499679965863,0.7030800821355236,0.855377702892446
15,0.2,All,Lattice,13,484,NOLAB,0.9317976513098465,0.7108433734939759,0.8522694420352703
16,0.2,All,Lattice,13,484,NOLAB,0.929941990182954,0.7230028101164191,0.8560160619532482
17,0.2,All,Lattice,13,484,NOLAB,0.926922214750056,0.7379761446710273,0.8573654390934844
18,0.2,All,Lattice,13,484,NOLAB,0.923455684870188,0.753800519095291,0.8595952547103978
19,0.2,All,Lattice,13,484,NOLAB,0.9325647161192082,0.7199341021416804,0.8590747330960854
20,0.2,All,Lattice,13,484,NOLAB,0.9375128047531244,0.7359935509875051,0.8696006519967401
21,0.2,All,Lattice,13,484,NOLAB,0.9340184994861254,0.749290060851927,0.8718963165075034
22,0.2,All,Lattice,13,484,NOLAB,0.935025817555938,0.7272727272727273,0.8636813109196214
23,0.2,All,Lattice,13,484,NOLAB,0.9305149539015066,0.700124947938359,0.8497371495327103
24,0.2,All,Lattice,13,484,NOLAB,0.9333040807371654,0.722244814965433,0.8593415989739205
25,0.2,All,Lattice,13,484,NOLAB,0.9327601410934744,0.7208638956805216,0.8583690987124464
26,0.2,All,Lattice,13,484,NOLAB,0.9333333333333333,0.7218381455876373,0.8590805254140491
27,0.2,All,Lattice,13,484,NOLAB,0.9417040358744395,0.720626631853786,0.8711826762909495
28,0.2,All,Lattice,13,484,NOLAB,0.9320094970861212,0.7307692307692308,0.8615514097348856
29,0.2,All,Lattice,13,484,NOLAB,0.928936264712414,0.7182988685134608,0.8525332578545146
30,0.2,All,Lattice,13,484,NOLAB,0.9331306990881459,0.7182926829268292,0.8583356920464195
31,0.2,All,Lattice,13,484,NOLAB,0.938210374044224,0.7230639730639731,0.8673596673596673
32,0.2,All,Lattice,13,484,NOLAB,0.9364344348558198,0.7512295081967213,0.8735919899874843
33,0.2,All,Lattice,13,484,NOLAB,0.9385120350109409,0.7325032202662087,0.8689665168865053
34,0.2,All,Lattice,13,484,NOLAB,0.9322622666087712,0.7313314895298302,0.8610060249404512
35,0.2,All,Lattice,13,484,NOLAB,0.9401913875598086,0.735472679965308,0.875717017208413
36,0.2,All,Lattice,13,484,NOLAB,0.9353720693170234,0.7372112211221122,0.869832173557102
37,0.2,All,Lattice,13,484,NOLAB,0.9391476274165202,0.6924829157175398,0.8589002519638358
38,0.2,All,Lattice,13,484,NOLAB,0.9320453031312459,0.7469586374695864,0.8665518725785621
39,0.2,All,Lattice,13,484,NOLAB,0.9384712305753885,0.719831223628692,0.8658160403813797
40,0.2,All,Lattice,13,484,NOLAB,0.9355653821857233,0.7054709995886467,0.8576601671309192
41,0.2,All,Lattice,13,484,NOLAB,0.926242410613897,0.718737976144671,0.8497019585580471
42,0.2,All,Lattice,13,484,NOLAB,0.9378803777544596,0.7180544105523495,0.8637185370602142
43,0.2,All,Lattice,13,484,NOLAB,0.9425333872925941,0.7203832752613241,0.8720641061066593
44,0.2,All,Lattice,13,484,NOLAB,0.9417957886372665,0.7322934232715008,0.8746961922765325
45,0.2,All,Lattice,13,484,NOLAB,0.9370411568409344,0.7038793103448275,0.8576669112252384
46,0.2,All,Lattice,13,484,NOLAB,0.9358050847457627,0.7246259603720178,0.8632003336577228
47,0.2,All,Lattice,13,484,NOLAB,0.9318281455501973,0.7088870431893688,0.85480631276901
48,0.2,All,Lattice,13,484,NOLAB,0.9456091772151899,0.7581967213114754,0.8888582460011032
49,0.2,All,Lattice,13,484,NOLAB,0.9401727406783231,0.7443324937027708,0.8747369897601347
50,0.2,All,Lattice,13,484,NOLAB,0.9363440860215053,0.7278507842306061,0.8661720644885148
1,0.2,All,Lattice,2,484,COLAB,0.90311004784689,0.8751200768491835,0.8904139433551198
2,0.2,All,Lattice,2,484,COLAB,0.8958502847843776,0.8548926014319809,0.8770041730726993
3,0.2,All,Lattice,2,484,COLAB,0.911045218680504,0.8848886783514922,0.8995633187772926
4,0.2,All,Lattice,2,484,COLAB,0.9018475750577367,0.8765938069216758,0.8902795160617438
5,0.2,All,Lattice,2,484,COLAB,0.9000836120401338,0.8636142230881636,0.8832395950506187
6,0.2,All,Lattice,2,484,COLAB,0.9102008664828672,0.8813471502590674,0.8977399865741776
7,0.2,All,Lattice,2,484,COLAB,0.9081313526192338,0.8708414872798435,0.8915688830943068
8,0.2,All,Lattice,2,484,COLAB,0.8933559035124842,0.8635110294117647,0.8790482485128883
9,0.2,All,Lattice,2,484,COLAB,0.8941621167576649,0.8672445255474452,0.8812595670238356
10,0.2,All,Lattice,2,484,COLAB,0.8963439132181599,0.8671984983575786,0.8829004329004329
11,0.2,All,Lattice,2,484,COLAB,0.9036195286195287,0.887055183084064,0.8961761297798377
12,0.2,All,Lattice,2,484,COLAB,0.9085557299843015,0.8622497616777883,0.8876452862677572
13,0.2,All,Lattice,2,484,COLAB,0.9032793690327937,0.8738781294284365,0.8895271763146266
14,0.2,All,Lattice,2,484,COLAB,0.9028548770816812,0.8712921065862242,0.8889381511859898
15,0.2,All,Lattice,2,484,COLAB,0.9003308519437552,0.8704052780395852,0.8863436123348017
16,0.2,All,Lattice,2,484,COLAB,0.9074787972243639,0.8731988472622478,0.8922155688622755
17,0.2,All,Lattice,2,484,COLAB,0.8971848225214198,0.8841870824053453,0.8909710391822828
18,0.2,All,Lattice,2,484,COLAB,0.8964299725382503,0.8693284936479129,0.8838628234799074
19,0.2,All,Lattice,2,484,COLAB,0.8981324278438031,0.8872793119058398,0.8928806133625411
20,0.2,All,Lattice,2,484,COLAB,0.9009080142123964,0.8744920993227991,0.8885846672283066
21,0.2,All,Lattice,2,484,COLAB,0.9083536090835361,0.8721047331319235,0.8921832884097035
22,0.2,All,Lattice,2,484,COLAB,0.8819599109131403,0.8839015968925334,0.8829460762823323
23,0.2,All,Lattice,2,484,COLAB,0.9070239545269996,0.8666994589276931,0.8887900355871886
24,0.2,All,Lattice,2,484,COLAB,0.898159509202454,0.860777058279371,0.8806164532233558
25,0.2,All,Lattice,2,484,COLAB,0.9046266233766234,0.8696925329428989,0.8887657877243519
26,0.2,All,Lattice,2,484,COLAB,0.8963238331268071,0.8871527777777778,0.8918518518518519
27,0.2,All,Lattice,2,484,COLAB,0.8960739030023095,0.8729940394314535,0.8855409081397781
28,0.2,All,Lattice,2,484,COLAB,0.9056232795910342,0.8687960687960687,0.8892529488859764
29,0.2,All,Lattice,2,484,COLAB,0.8929032258064517,0.8766146993318485,0.8849015317286653
30,0.2,All,Lattice,2,484,COLAB,0.8973756365060713,0.8743625405656004,0.8868365180467092
31,0.2,All,Lattice,2,484,COLAB,0.9051987767584098,0.8888376383763837,0.8977842809364549
32,0.2,All,Lattice,2,484,COLAB,0.8999189627228525,0.8680888114932521,0.8845750262329486
33,0.2,All,Lattice,2,484,COLAB,0.8970178926441352,0.8593536640873919,0.8794567062818336
34,0.2,All,Lattice,2,484,COLAB,0.8933559035124842,0.8635110294117647,0.8790482485128883
35,0.2,All,Lattice,2,484,COLAB,0.9063981042654028,0.8768693918245264,0.8933450859409431
36,0.2,All,Lattice,2,484,COLAB,0.9017642341619888,0.869684499314129,0.8867763298440504
37,0.2,All,Lattice,2,484,COLAB,0.90919240788984,0.8695242581252944,0.8916839916839917
38,0.2,All,Lattice,2,484,COLAB,0.8890701468189233,0.8817712811693895,0.8855169526998744
39,0.2,All,Lattice,2,484,COLAB,0.9016324822101298,0.8610846812559467,0.8826541972834558
40,0.2,All,Lattice,2,484,COLAB,0.9083367897138117,0.8828735033836543,0.897045244690674
41,0.2,All,Lattice,2,484,COLAB,0.9015245158632056,0.8814814814814815,0.8920863309352518
42,0.2,All,Lattice,2,484,COLAB,0.9024294670846396,0.8801672085462146,0.8922422954303932
43,0.2,All,Lattice,2,484,COLAB,0.8986655546288573,0.8656858092074039,0.8832408435072142
44,0.2,All,Lattice,2,484,COLAB,0.8996789727126806,0.8719596145020652,0.8867480196959966
45,0.2,All,Lattice,2,484,COLAB,0.9088829584445292,0.8634615384615385,0.8887943865617691
46,0.2,All,Lattice,2,484,COLAB,0.8958664546899842,0.867205024674742,0.8824025289778714
47,0.2,All,Lattice,2,484,COLAB,0.8988993069710558,0.858076563958917,0.8798694232861807
48,0.2,All,Lattice,2,484,COLAB,0.8979509843310567,0.8689976689976691,0.884548985757445
49,0.2,All,Lattice,2,484,COLAB,0.9030470914127424,0.8703170028818443,0.8882620958993274
50,0.2,All,Lattice,2,484,COLAB,0.895492620662146,0.8596802841918295,0.8785459130069342
1,0.2,All,Lattice,2,484,NOLAB,0.8998519980266404,0.8762266540044318,0.8895050603077777
2,0.2,All,Lattice,2,484,NOLAB,0.8877862595419848,0.8728018757327081,0.8808226641242168
3,0.2,All,Lattice,2,484,NOLAB,0.8956825555278263,0.8715118061944189,0.8848376444689048
4,0.2,All,Lattice,2,484,NOLAB,0.9041958041958043,0.8628588882101405,0.8863035430988895
5,0.2,All,Lattice,2,484,NOLAB,0.9020962363030014,0.8782765893341368,0.8915790874018891
6,0.2,All,Lattice,2,484,NOLAB,0.9015729265967588,0.8737864077669903,0.8893486385477843
7,0.2,All,Lattice,2,484,NOLAB,0.90686393402862,0.8715155398910606,0.8916344561016013
8,0.2,All,Lattice,2,484,NOLAB,0.9037817137386309,0.8808353808353808,0.8937315039009954
9,0.2,All,Lattice,2,484,NOLAB,0.8973837947675896,0.8671482412060302,0.8838646257548097
10,0.2,All,Lattice,2,484,NOLAB,0.9018112488083889,0.882773631840796,0.8935509983810038
11,0.2,All,Lattice,2,484,NOLAB,0.9031482816630618,0.8691181053287629,0.8883310719131614
12,0.2,All,Lattice,2,484,NOLAB,0.9064493267186393,0.8647265749920051,0.8887228260869565
13,0.2,All,Lattice,2,484,NOLAB,0.8968394437420986,0.8727050183598531,0.8859199778485394
14,0.2,All,Lattice,2,484,NOLAB,0.8940849342770475,0.8695519658640658,0.8829625535442863
15,0.2,All,Lattice,2,484,NOLAB,0.9043337943752882,0.8773439901629265,0.8927677512844158
16,0.2,All,Lattice,2,484,NOLAB,0.9015594541910331,0.8812461443553362,0.8925946093111897
17,0.2,All,Lattice,2,484,NOLAB,0.8931200812388931,0.890676198987191,0.8919956140350878
18,0.2,All,Lattice,2,484,NOLAB,0.8940364711680631,0.88,0.8877676258011727
19,0.2,All,Lattice,2,484,NOLAB,0.9031510658016682,0.8856787822305063,0.895686794956868
20,0.2,All,Lattice,2,484,NOLAB,0.8998973305954825,0.8721037998146433,0.8872844525445114
21,0.2,All,Lattice,2,484,NOLAB,0.899568552253116,0.8756524408965305,0.8890833221160318
22,0.2,All,Lattice,2,484,NOLAB,0.9072909387374797,0.873482428115016,0.8930351609861242
23,0.2,All,Lattice,2,484,NOLAB,0.9029245514868518,0.8689611619829491,0.8880597014925373
24,0.2,All,Lattice,2,484,NOLAB,0.894552723638181,0.8818236352729454,0.8887677208287895
25,0.2,All,Lattice,2,484,NOLAB,0.8992153016184404,0.8805742211362249,0.8909140369967355
26,0.2,All,Lattice,2,484,NOLAB,0.9035259549461312,0.8637069233157404,0.885968514715948
27,0.2,All,Lattice,2,484,NOLAB,0.8967208882003614,0.8686520376175548,0.8840436075322101
28,0.2,All,Lattice,2,484,NOLAB,0.9002682272616435,0.8734491315136477,0.8884641638225256
29,0.2,All,Lattice,2,484,NOLAB,0.904052165812762,0.8843000303674461,0.8954791090022407
30,0.2,All,Lattice,2,484,NOLAB,0.8980049875311721,0.8729076255424675,0.8868159203980099
31,0.2,All,Lattice,2,484,NOLAB,0.8873945147679325,0.8706199460916442,0.8795400364605245
32,0.2,All,Lattice,2,484,NOLAB,0.9069767441860466,0.8780025284450064,0.8943302524486136
33,0.2,All,Lattice,2,484,NOLAB,0.8962380132776002,0.8812366085093358,0.8895554949550041
34,0.2,All,Lattice,2,484,NOLAB,0.9037817137386309,0.8808353808353808,0.8937315039009954
35,0.2,All,Lattice,2,484,NOLAB,0.8939820742637644,0.8658461538461538,0.8812019566736548
36,0.2,All,Lattice,2,484,NOLAB,0.9006495068559057,0.8869431643625192,0.8946303291958986
37,0.2,All,Lattice,2,484,NOLAB,0.9048562933597621,0.8806927517639512,0.8943248532289628
38,0.2,All,Lattice,2,484,NOLAB,0.9055867284703586,0.8766687857596949,0.8930296756383713
39,0.2,All,Lattice,2,484,NOLAB,0.9057190715482173,0.8643152208452495,0.8879333879333879
40,0.2,All,Lattice,2,484,NOLAB,0.897979797979798,0.8734253149370126,0.8867562380038387
41,0.2,All,Lattice,2,484,NOLAB,0.9026910139356079,0.8781163434903048,0.8919174200512752
42,0.2,All,Lattice,2,484,NOLAB,0.8942948876265745,0.8770197486535009,0.8864835610878095
43,0.2,All,Lattice,2,484,NOLAB,0.9013094083414162,0.8756974581525109,0.8900680272108843
44,0.2,All,Lattice,2,484,NOLAB,0.9050252464534744,0.8822406110757479,0.8952198328996028
45,0.2,All,Lattice,2,484,NOLAB,0.8891765924391507,0.8758907363420427,0.8829875518672199
46,0.2,All,Lattice,2,484,NOLAB,0.9069658719027582,0.873795761078998,0.8929924242424242
47,0.2,All,Lattice,2,484,NOLAB,0.9014393754574286,0.8737894407997501,0.8893150684931507
48,0.2,All,Lattice,2,484,NOLAB,0.9099785663253156,0.8651539708265802,0.8909939593629874
49,0.2,All,Lattice,2,484,NOLAB,0.9083081219455434,0.8703587161736941,0.8921739130434783
50,0.2,All,Lattice,2,484,NOLAB,0.9019144410304892,0.874491392801252,0.8901158093186103
1,0.2,All,Lattice,7,484,COLAB,0.9220727848101266,0.803909590714722,0.8756302521008403
2,0.2,All,Lattice,7,484,COLAB,0.9249226006191951,0.8222996515679443,0.8838829540176498
3,0.2,All,Lattice,7,484,COLAB,0.9052768166089965,0.8241341991341992,0.8692307692307693
4,0.2,All,Lattice,7,484,COLAB,0.9267979452054794,0.8069738480697385,0.8779807204464739
5,0.2,All,Lattice,7,484,COLAB,0.9161849710982659,0.8119022316684379,0.8705855018587361
6,0.2,All,Lattice,7,484,COLAB,0.9111389236545682,0.8256302521008403,0.8732852824924436
7,0.2,All,Lattice,7,484,COLAB,0.9273504273504274,0.8070683661645424,0.8790697674418605
8,0.2,All,Lattice,7,484,COLAB,0.9088639200998752,0.8176,0.8688639551192145
9,0.2,All,Lattice,7,484,COLAB,0.9183266932270916,0.8199189345686161,0.8782157186688695
10,0.2,All,Lattice,7,484,COLAB,0.9143793527242934,0.8204983012457532,0.8749702876158783
11,0.2,All,Lattice,7,484,COLAB,0.9201535508637236,0.8247650635710337,0.8810602628001812
12,0.2,All,Lattice,7,484,COLAB,0.9189077368638808,0.8168115942028986,0.8763882182520522
